point 187
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-8.1703E-1	-3.1133E-1	5.3445E0	1.2000E2	
2	-8.1726E-1	-6.5101E-1	5.3430E0	2.3400E3	
3	-8.1657E-1	3.6803E-1	5.3404E0	4.5600E3	
4	-8.1688E-1	-8.4878E-2	5.3372E0	6.7800E3	
5	-8.1657E-1	3.6803E-1	5.3338E0	9.0000E3	
6	-8.1718E-1	-5.3778E-1	5.3302E0	1.1220E4	
7	-8.1818E-1	-2.0097E0	5.3264E0	1.3440E4	
8	-8.1696E-1	-1.9810E-1	5.3224E0	1.5660E4	
9	-8.1696E-1	-1.9810E-1	5.3184E0	1.7880E4	
10	-8.1589E-1	1.3871E0	5.3142E0	2.0100E4	
11	-8.1657E-1	3.6803E-1	5.3100E0	2.2320E4	
12	-8.1688E-1	-8.4878E-2	5.3058E0	2.4540E4	
13	-8.1497E-1	2.7458E0	5.3015E0	2.6760E4	
14	-8.1642E-1	5.9448E-1	5.2971E0	2.8980E4	
15	-8.1543E-1	2.0664E0	5.2927E0	3.1200E4	
16	-8.1642E-1	5.9448E-1	5.2883E0	3.3420E4	
17	-8.1360E-1	4.7838E0	5.2837E0	3.5640E4	
18	-8.1505E-1	2.6325E0	5.2791E0	3.7860E4	
19	-8.1467E-1	3.1987E0	5.2745E0	4.0080E4	
20	-8.1413E-1	3.9912E0	5.2700E0	4.2300E4	
21	-8.1383E-1	4.4442E0	5.2654E0	4.4520E4	
22	-8.1383E-1	4.4442E0	5.2608E0	4.6740E4	
23	-8.1306E-1	5.5764E0	5.2560E0	4.8960E4	
24	-8.1207E-1	7.0483E0	5.2513E0	5.1180E4	
25	-8.1436E-1	3.6516E0	5.2466E0	5.3400E4	
26	-8.1436E-1	3.6516E0	5.2419E0	5.5620E4	
27	-8.1383E-1	4.4442E0	5.2372E0	5.7840E4	
28	-8.1253E-1	6.3690E0	5.2325E0	6.0060E4	
29	-8.1337E-1	5.1235E0	5.2277E0	6.2280E4	
30	-8.1253E-1	6.3690E0	5.2229E0	6.4500E4	
31	-8.1161E-1	7.7277E0	5.2181E0	6.6720E4	
32	-8.1001E-1	1.0105E1	5.2133E0	6.8940E4	
33	-8.1245E-1	6.4822E0	5.2084E0	7.1160E4	
34	-8.1268E-1	6.1425E0	5.2036E0	7.3380E4	
35	-8.1268E-1	6.1425E0	5.1987E0	7.5600E4	
36	-8.1299E-1	5.6896E0	5.1939E0	7.7820E4	
37	-8.1291E-1	5.8029E0	5.1890E0	8.0040E4	
38	-8.1017E-1	9.8790E0	5.1842E0	8.2260E4	
39	-8.1306E-1	5.5764E0	5.1791E0	8.4480E4	
40	-8.1184E-1	7.3880E0	5.1744E0	8.6700E4	
41	-8.1161E-1	7.7277E0	5.1695E0	8.8920E4	
42	-8.0917E-1	1.1351E1	5.1646E0	9.1140E4	
43	-8.1200E-1	7.1616E0	5.1595E0	9.3360E4	
44	-8.1116E-1	8.4071E0	5.1547E0	9.5580E4	
45	-8.1055E-1	9.3129E0	5.1495E0	9.7800E4	
46	-8.1154E-1	7.8409E0	5.1447E0	1.0002E5	
47	-8.0978E-1	1.0445E1	5.1397E0	1.0224E5	
48	-8.0940E-1	1.1011E1	5.1348E0	1.0446E5	
49	-8.1520E-1	2.4061E0	5.1298E0	1.0668E5	
50	-8.1284E-1	5.9161E0	5.1248E0	1.0890E5	
51	-8.0910E-1	1.1464E1	5.1198E0	1.1112E5	
52	-8.1169E-1	7.6145E0	5.1148E0	1.1334E5	
53	-8.1093E-1	8.7467E0	5.1099E0	1.1556E5	
54	-8.0933E-1	1.1124E1	5.1048E0	1.1778E5	
55	-8.1024E-1	9.7658E0	5.0997E0	1.2000E5	
56	-8.1070E-1	9.0864E0	5.0948E0	1.2222E5	
57	-8.0902E-1	1.1577E1	5.0897E0	1.2444E5	
58	-8.0948E-1	1.0898E1	5.0846E0	1.2666E5	
59	-8.0910E-1	1.1464E1	5.0796E0	1.2888E5	
60	-8.0978E-1	1.0445E1	5.0745E0	1.3110E5	
61	-8.0757E-1	1.3729E1	5.0693E0	1.3332E5	
62	-8.0910E-1	1.1464E1	5.0643E0	1.3554E5	
63	-8.1131E-1	8.1806E0	5.0592E0	1.3776E5	
64	-8.1009E-1	9.9922E0	5.0541E0	1.3998E5	
65	-8.0864E-1	1.2144E1	5.0490E0	1.4220E5	
66	-8.0772E-1	1.3502E1	5.0439E0	1.4442E5	
67	-8.0902E-1	1.1577E1	5.0388E0	1.4664E5	
68	-8.0780E-1	1.3389E1	5.0336E0	1.4886E5	
69	-8.1062E-1	9.1996E0	5.0286E0	1.5108E5	
70	-8.0925E-1	1.1238E1	5.0234E0	1.5330E5	
71	-8.0788E-1	1.3276E1	5.0183E0	1.5552E5	
72	-8.0750E-1	1.3842E1	5.0131E0	1.5774E5	
73	-8.0948E-1	1.0898E1	5.0079E0	1.5996E5	
74	-8.0795E-1	1.3163E1	5.0028E0	1.6218E5	
75	-8.0788E-1	1.3276E1	4.9976E0	1.6440E5	
76	-8.0887E-1	1.1804E1	4.9924E0	1.6662E5	
77	-8.0704E-1	1.4521E1	4.9872E0	1.6884E5	
78	-8.0658E-1	1.5201E1	4.9821E0	1.7106E5	
79	-8.0711E-1	1.4408E1	4.9769E0	1.7328E5	
80	-8.0788E-1	1.3276E1	4.9716E0	1.7550E5	
81	-8.0750E-1	1.3842E1	4.9664E0	1.7772E5	
82	-8.0597E-1	1.6106E1	4.9612E0	1.7994E5	
83	-8.0650E-1	1.5314E1	4.9560E0	1.8216E5	
84	-8.0605E-1	1.5993E1	4.9508E0	1.8438E5	
85	-8.0650E-1	1.5314E1	4.9456E0	1.8660E5	
86	-8.0574E-1	1.6446E1	4.9403E0	1.8882E5	
87	-8.0467E-1	1.8031E1	4.9351E0	1.9104E5	
88	-8.0521E-1	1.7239E1	4.9298E0	1.9326E5	
89	-8.0627E-1	1.5654E1	4.9246E0	1.9548E5	
90	-8.0421E-1	1.8711E1	4.9194E0	1.9770E5	
91	-8.0521E-1	1.7239E1	4.9140E0	1.9992E5	
92	-8.0353E-1	1.9730E1	4.9088E0	2.0214E5	
93	-8.0429E-1	1.8597E1	4.9035E0	2.0436E5	
94	-8.0399E-1	1.9050E1	4.8982E0	2.0658E5	
95	-8.0452E-1	1.8258E1	4.8929E0	2.0880E5	
96	-8.0238E-1	2.1428E1	4.8876E0	2.1102E5	
97	-8.0482E-1	1.7805E1	4.8823E0	2.1324E5	
98	-8.0231E-1	2.1541E1	4.8770E0	2.1546E5	
99	-8.0170E-1	2.2447E1	4.8717E0	2.1768E5	
100	-8.0208E-1	2.1881E1	4.8664E0	2.1990E5	
101	-8.0185E-1	2.2221E1	4.8610E0	2.2212E5	
102	-8.0002E-1	2.4938E1	4.8557E0	2.2434E5	
103	-8.0292E-1	2.0635E1	4.8504E0	2.2656E5	
104	-8.0261E-1	2.1088E1	4.8450E0	2.2878E5	
105	-7.9979E-1	2.5278E1	4.8397E0	2.3100E5	
106	-8.0070E-1	2.3919E1	4.8343E0	2.3322E5	
107	-8.0093E-1	2.3579E1	4.8290E0	2.3544E5	
108	-8.0185E-1	2.2221E1	4.8237E0	2.3766E5	
109	-8.0025E-1	2.4598E1	4.8183E0	2.3988E5	
110	-8.0032E-1	2.4485E1	4.8129E0	2.4210E5	
111	-7.9910E-1	2.6297E1	4.8075E0	2.4432E5	
112	-8.0170E-1	2.2447E1	4.8021E0	2.4654E5	
113	-8.0086E-1	2.3693E1	4.7967E0	2.4876E5	
114	-7.9872E-1	2.6863E1	4.7911E0	2.5098E5	
115	-7.9910E-1	2.6297E1	4.7858E0	2.5320E5	
116	-7.9834E-1	2.7429E1	4.7805E0	2.5542E5	
117	-7.9590E-1	3.1052E1	4.7751E0	2.5764E5	
118	-7.9750E-1	2.8674E1	4.7697E0	2.5986E5	
119	-7.9987E-1	2.5164E1	4.7642E0	2.6208E5	
120	-7.9971E-1	2.5391E1	4.7588E0	2.6430E5	
121	-7.9636E-1	3.0373E1	4.7533E0	2.6652E5	
122	-7.9926E-1	2.6070E1	4.7480E0	2.6874E5	
123	-7.9910E-1	2.6297E1	4.7425E0	2.7096E5	
124	-8.0055E-1	2.4145E1	4.7370E0	2.7318E5	
125	-8.0162E-1	2.2560E1	4.7315E0	2.7540E5	
126	-7.9926E-1	2.6070E1	4.7261E0	2.7762E5	
127	-7.9750E-1	2.8674E1	4.7205E0	2.7984E5	
128	-8.0017E-1	2.4712E1	4.7151E0	2.8206E5	
129	-7.9796E-1	2.7995E1	4.7097E0	2.8428E5	
130	-7.9803E-1	2.7882E1	4.7041E0	2.8650E5	
131	-7.9941E-1	2.5844E1	4.6986E0	2.8872E5	
132	-7.9865E-1	2.6976E1	4.6930E0	2.9094E5	
133	-7.9887E-1	2.6636E1	4.6875E0	2.9316E5	
134	-7.9880E-1	2.6750E1	4.6821E0	2.9538E5	
135	-7.9613E-1	3.0713E1	4.6765E0	2.9760E5	
136	-7.9819E-1	2.7655E1	4.6710E0	2.9982E5	
137	-7.9514E-1	3.2184E1	4.6656E0	3.0204E5	
138	-7.9765E-1	2.8448E1	4.6600E0	3.0426E5	
139	-7.9453E-1	3.3090E1	4.6545E0	3.0648E5	
140	-7.9765E-1	2.8448E1	4.6488E0	3.0870E5	
141	-7.9666E-1	2.9920E1	4.6434E0	3.1092E5	
142	-7.9712E-1	2.9241E1	4.6378E0	3.1314E5	
143	-7.9659E-1	3.0033E1	4.6322E0	3.1536E5	
144	-7.9620E-1	3.0599E1	4.6267E0	3.1758E5	
145	-7.9796E-1	2.7995E1	4.6211E0	3.1980E5	
146	-7.9597E-1	3.0939E1	4.6155E0	3.2202E5	
147	-7.9613E-1	3.0713E1	4.6100E0	3.2424E5	
148	-7.9582E-1	3.1165E1	4.6044E0	3.2646E5	
149	-7.9659E-1	3.0033E1	4.5989E0	3.2868E5	
150	-7.9613E-1	3.0713E1	4.5933E0	3.3090E5	
151	-7.9597E-1	3.0939E1	4.5876E0	3.3312E5	
152	-7.9491E-1	3.2524E1	4.5819E0	3.3534E5	
153	-7.9544E-1	3.1732E1	4.5764E0	3.3756E5	
154	-7.9582E-1	3.1165E1	4.5708E0	3.3978E5	
155	-7.9536E-1	3.1845E1	4.5651E0	3.4200E5	
156	-7.9559E-1	3.1505E1	4.5596E0	3.4422E5	
157	-7.9544E-1	3.1732E1	4.5539E0	3.4644E5	
158	-7.9346E-1	3.4675E1	4.5482E0	3.4866E5	
159	-7.9315E-1	3.5128E1	4.5426E0	3.5088E5	
160	-7.9399E-1	3.3883E1	4.5370E0	3.5310E5	
161	-7.9384E-1	3.4109E1	4.5313E0	3.5532E5	
162	-7.9445E-1	3.3203E1	4.5256E0	3.5754E5	
163	-7.9300E-1	3.5355E1	4.5199E0	3.5976E5	
164	-7.9109E-1	3.8185E1	4.5143E0	3.6198E5	
165	-7.9445E-1	3.3203E1	4.5086E0	3.6420E5	
166	-7.9254E-1	3.6034E1	4.5030E0	3.6642E5	
167	-7.9109E-1	3.8185E1	4.4972E0	3.6864E5	
168	-7.9178E-1	3.7166E1	4.4916E0	3.7086E5	
169	-7.9185E-1	3.7053E1	4.4859E0	3.7308E5	
170	-7.9170E-1	3.7280E1	4.4801E0	3.7530E5	
171	-7.9109E-1	3.8185E1	4.4744E0	3.7752E5	
172	-7.9063E-1	3.8865E1	4.4689E0	3.7974E5	
173	-7.8979E-1	4.0110E1	4.4630E0	3.8196E5	
174	-7.9140E-1	3.7733E1	4.4574E0	3.8418E5	
175	-7.9185E-1	3.7053E1	4.4515E0	3.8640E5	
176	-7.8918E-1	4.1016E1	4.4459E0	3.8862E5	
177	-7.8827E-1	4.2375E1	4.4401E0	3.9084E5	
178	-7.8789E-1	4.2941E1	4.4344E0	3.9306E5	
179	-7.8697E-1	4.4300E1	4.4286E0	3.9528E5	
180	-7.8903E-1	4.1243E1	4.4229E0	3.9750E5	
181	-7.9102E-1	3.8299E1	4.4172E0	3.9972E5	
182	-7.8865E-1	4.1809E1	4.4113E0	4.0194E5	
183	-7.8590E-1	4.5885E1	4.4057E0	4.0416E5	
184	-7.8735E-1	4.3733E1	4.3999E0	4.0638E5	
185	-7.8766E-1	4.3281E1	4.3940E0	4.0860E5	
186	-7.8621E-1	4.5432E1	4.3884E0	4.1082E5	
187	-7.8659E-1	4.4866E1	4.3826E0	4.1304E5	
188	-7.8659E-1	4.4866E1	4.3768E0	4.1526E5	
189	-7.8827E-1	4.2375E1	4.3709E0	4.1748E5	
190	-7.8659E-1	4.4866E1	4.3651E0	4.1970E5	
191	-7.8651E-1	4.4979E1	4.3594E0	4.2192E5	
192	-7.8613E-1	4.5545E1	4.3536E0	4.2414E5	
193	-7.8300E-1	5.0187E1	4.3478E0	4.2636E5	
194	-7.8812E-1	4.2601E1	4.3420E0	4.2858E5	
195	-7.8773E-1	4.3167E1	4.3362E0	4.3080E5	
196	-7.8491E-1	4.7357E1	4.3303E0	4.3302E5	
197	-7.8506E-1	4.7130E1	4.3244E0	4.3524E5	
198	-7.8438E-1	4.8149E1	4.3186E0	4.3746E5	
199	-7.8506E-1	4.7130E1	4.3128E0	4.3968E5	
200	-7.8415E-1	4.8489E1	4.3070E0	4.4190E5	
201	-7.8766E-1	4.3281E1	4.3011E0	4.4412E5	
202	-7.8453E-1	4.7923E1	4.2952E0	4.4634E5	
203	-7.8415E-1	4.8489E1	4.2894E0	4.4856E5	
204	-7.8545E-1	4.6564E1	4.2835E0	4.5078E5	
205	-7.8674E-1	4.4639E1	4.2777E0	4.5300E5	
206	-7.8552E-1	4.6451E1	4.2718E0	4.5522E5	
207	-7.8545E-1	4.6564E1	4.2660E0	4.5744E5	
208	-7.8407E-1	4.8602E1	4.2602E0	4.5966E5	
209	-7.8545E-1	4.6564E1	4.2542E0	4.6188E5	
210	-7.8392E-1	4.8829E1	4.2483E0	4.6410E5	
211	-7.8583E-1	4.5998E1	4.2424E0	4.6632E5	
212	-7.8400E-1	4.8715E1	4.2365E0	4.6854E5	
213	-7.8346E-1	4.9508E1	4.2307E0	4.7076E5	
214	-7.8194E-1	5.1773E1	4.2248E0	4.7298E5	
215	-7.8369E-1	4.9168E1	4.2189E0	4.7520E5	
