point 064
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-7.9681E-1	-7.3591E-1	5.5602E0	1.2000E2	
2	-7.9689E-1	-8.4914E-1	5.5588E0	2.3400E3	
3	-7.9750E-1	-1.7549E0	5.5561E0	4.5600E3	
4	-7.9994E-1	-5.3782E0	5.5530E0	6.7800E3	
5	-7.9536E-1	1.4154E0	5.5496E0	9.0000E3	
6	-7.9926E-1	-4.3591E0	5.5460E0	1.1220E4	
7	-7.9536E-1	1.4154E0	5.5422E0	1.3440E4	
8	-7.9567E-1	9.6247E-1	5.5384E0	1.5660E4	
9	-7.9681E-1	-7.3591E-1	5.5343E0	1.7880E4	
10	-7.9781E-1	-2.2078E0	5.5303E0	2.0100E4	
11	-7.9781E-1	-2.2078E0	5.5261E0	2.2320E4	
12	-7.9582E-1	7.3602E-1	5.5218E0	2.4540E4	
13	-7.9391E-1	3.5667E0	5.5176E0	2.6760E4	
14	-7.9590E-1	6.2280E-1	5.5131E0	2.8980E4	
15	-7.9704E-1	-1.0756E0	5.5087E0	3.1200E4	
16	-7.9666E-1	-5.0946E-1	5.5043E0	3.3420E4	
17	-7.9727E-1	-1.4153E0	5.4997E0	3.5640E4	
18	-7.9689E-1	-8.4914E-1	5.4952E0	3.7860E4	
19	-7.9605E-1	3.9635E-1	5.4906E0	4.0080E4	
20	-7.9475E-1	2.3212E0	5.4862E0	4.2300E4	
21	-7.9514E-1	1.7551E0	5.4815E0	4.4520E4	
22	-7.9346E-1	4.2460E0	5.4768E0	4.6740E4	
23	-7.9414E-1	3.2270E0	5.4721E0	4.8960E4	
24	-7.9468E-1	2.4344E0	5.4675E0	5.1180E4	
25	-7.9475E-1	2.3212E0	5.4628E0	5.3400E4	
26	-7.9468E-1	2.4344E0	5.4580E0	5.5620E4	
27	-7.9460E-1	2.5476E0	5.4533E0	5.7840E4	
28	-7.9071E-1	8.3221E0	5.4485E0	6.0060E4	
29	-7.9193E-1	6.5105E0	5.4438E0	6.2280E4	
30	-7.9414E-1	3.2270E0	5.4391E0	6.4500E4	
31	-7.9330E-1	4.4725E0	5.4342E0	6.6720E4	
32	-7.9315E-1	4.6989E0	5.4294E0	6.8940E4	
33	-7.9300E-1	4.9254E0	5.4246E0	7.1160E4	
