point 227
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-8.3244E-1	2.0664E0	5.5331E0	1.2000E2	
2	-8.3435E-1	-7.6422E-1	5.5316E0	2.3400E3	
3	-8.3214E-1	2.5193E0	5.5290E0	4.5600E3	
4	-8.3481E-1	-1.4436E0	5.5258E0	6.7800E3	
5	-8.3298E-1	1.2738E0	5.5223E0	9.0000E3	
6	-8.3405E-1	-3.1132E-1	5.5188E0	1.1220E4	
7	-8.3290E-1	1.3871E0	5.5149E0	1.3440E4	
8	-8.3321E-1	9.3417E-1	5.5110E0	1.5660E4	
9	-8.3237E-1	2.1797E0	5.5069E0	1.7880E4	
10	-8.3000E-1	5.6896E0	5.5029E0	2.0100E4	
11	-8.3244E-1	2.0664E0	5.4987E0	2.2320E4	
12	-8.3206E-1	2.6326E0	5.4944E0	2.4540E4	
13	-8.3244E-1	2.0664E0	5.4901E0	2.6760E4	
14	-8.3275E-1	1.6135E0	5.4857E0	2.8980E4	
15	-8.2954E-1	6.3690E0	5.4812E0	3.1200E4	
16	-8.3138E-1	3.6516E0	5.4768E0	3.3420E4	
17	-8.3153E-1	3.4251E0	5.4722E0	3.5640E4	
18	-8.3130E-1	3.7648E0	5.4677E0	3.7860E4	
19	-8.3298E-1	1.2738E0	5.4633E0	4.0080E4	
20	-8.2886E-1	7.3880E0	5.4586E0	4.2300E4	
21	-8.3221E-1	2.4061E0	5.4541E0	4.4520E4	
22	-8.3275E-1	1.6135E0	5.4493E0	4.6740E4	
23	-8.3023E-1	5.3500E0	5.4446E0	4.8960E4	
24	-8.3168E-1	3.1987E0	5.4400E0	5.1180E4	
25	-8.3267E-1	1.7267E0	5.4353E0	5.3400E4	
26	-8.3275E-1	1.6135E0	5.4305E0	5.5620E4	
27	-8.3092E-1	4.3309E0	5.4259E0	5.7840E4	
28	-8.3183E-1	2.9722E0	5.4210E0	6.0060E4	
29	-8.3061E-1	4.7838E0	5.4162E0	6.2280E4	
30	-8.3130E-1	3.7648E0	5.4115E0	6.4500E4	
31	-8.3069E-1	4.6706E0	5.4067E0	6.6720E4	
32	-8.2809E-1	8.5203E0	5.4019E0	6.8940E4	
33	-8.3000E-1	5.6896E0	5.3971E0	7.1160E4	
34	-8.2878E-1	7.5013E0	5.3922E0	7.3380E4	
35	-8.2840E-1	8.0674E0	5.3874E0	7.5600E4	
36	-8.2779E-1	8.9732E0	5.3825E0	7.7820E4	
37	-8.2794E-1	8.7467E0	5.3777E0	8.0040E4	
38	-8.3000E-1	5.6896E0	5.3729E0	8.2260E4	
39	-8.2581E-1	1.1917E1	5.3679E0	8.4480E4	
40	-8.3145E-1	3.5384E0	5.3631E0	8.6700E4	
41	-8.2855E-1	7.8409E0	5.3580E0	8.8920E4	
42	-8.2878E-1	7.5013E0	5.3531E0	9.1140E4	
43	-8.2985E-1	5.9161E0	5.3483E0	9.3360E4	
44	-8.2642E-1	1.1011E1	5.3433E0	9.5580E4	
45	-8.2954E-1	6.3690E0	5.3384E0	9.7800E4	
46	-8.2840E-1	8.0674E0	5.3334E0	1.0002E5	
47	-8.2611E-1	1.1464E1	5.3285E0	1.0224E5	
48	-8.2970E-1	6.1426E0	5.3234E0	1.0446E5	
49	-8.2649E-1	1.0898E1	5.3185E0	1.0668E5	
50	-8.2504E-1	1.3049E1	5.3135E0	1.0890E5	
51	-8.2840E-1	8.0674E0	5.3085E0	1.1112E5	
52	-8.2466E-1	1.3615E1	5.3035E0	1.1334E5	
