point 128
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-7.9979E-1	-1.6978E-1	5.3745E0	1.2000E2	
2	-8.0017E-1	-7.3591E-1	5.3731E0	2.3400E3	
3	-7.9941E-1	3.9635E-1	5.3704E0	4.5600E3	
4	-7.9842E-1	1.8683E0	5.3673E0	6.7800E3	
5	-8.0070E-1	-1.5285E0	5.3639E0	9.0000E3	
6	-7.9773E-1	2.8873E0	5.3603E0	1.1220E4	
7	-7.9926E-1	6.2280E-1	5.3565E0	1.3440E4	
8	-7.9735E-1	3.4534E0	5.3525E0	1.5660E4	
9	-8.0009E-1	-6.2269E-1	5.3485E0	1.7880E4	
10	-7.9742E-1	3.3402E0	5.3444E0	2.0100E4	
11	-7.9712E-1	3.7931E0	5.3402E0	2.2320E4	
12	-7.9788E-1	2.6609E0	5.3359E0	2.4540E4	
13	-7.9834E-1	1.9815E0	5.3316E0	2.6760E4	
14	-7.9620E-1	5.1518E0	5.3272E0	2.8980E4	
15	-7.9742E-1	3.3402E0	5.3228E0	3.1200E4	
16	-7.9849E-1	1.7551E0	5.3183E0	3.3420E4	
17	-7.9842E-1	1.8683E0	5.3139E0	3.5640E4	
18	-7.9674E-1	4.3592E0	5.3093E0	3.7860E4	
19	-7.9689E-1	4.1328E0	5.3048E0	4.0080E4	
20	-7.9689E-1	4.1328E0	5.3001E0	4.2300E4	
21	-7.9590E-1	5.6047E0	5.2956E0	4.4520E4	
22	-7.9659E-1	4.5857E0	5.2909E0	4.6740E4	
23	-7.9552E-1	6.1709E0	5.2862E0	4.8960E4	
24	-7.9445E-1	7.7560E0	5.2815E0	5.1180E4	
25	-7.9628E-1	5.0386E0	5.2768E0	5.3400E4	
26	-7.9407E-1	8.3221E0	5.2721E0	5.5620E4	
27	-7.9758E-1	3.1138E0	5.2673E0	5.7840E4	
28	-7.9613E-1	5.2651E0	5.2626E0	6.0060E4	
29	-7.9498E-1	6.9634E0	5.2578E0	6.2280E4	
30	-7.9468E-1	7.4163E0	5.2531E0	6.4500E4	
31	-7.9407E-1	8.3221E0	5.2482E0	6.6720E4	
32	-7.9811E-1	2.3212E0	5.2434E0	6.8940E4	
33	-7.9521E-1	6.6238E0	5.2386E0	7.1160E4	
34	-7.9437E-1	7.8692E0	5.2339E0	7.3380E4	
35	-7.9674E-1	4.3592E0	5.2289E0	7.5600E4	
36	-7.9422E-1	8.0957E0	5.2241E0	7.7820E4	
37	-7.9430E-1	7.9825E0	5.2192E0	8.0040E4	
38	-7.9422E-1	8.0957E0	5.2143E0	8.2260E4	
39	-7.9285E-1	1.0134E1	5.2093E0	8.4480E4	
40	-7.9414E-1	8.2089E0	5.2045E0	8.6700E4	
41	-7.9292E-1	1.0021E1	5.1995E0	8.8920E4	
