point 211
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-8.3450E-1	1.6135E0	5.7095E0	1.2000E2	
2	-8.3595E-1	-5.3775E-1	5.7081E0	2.3400E3	
3	-8.3527E-1	4.8128E-1	5.7055E0	4.5600E3	
4	-8.3626E-1	-9.9066E-1	5.7024E0	6.7800E3	
5	-8.3626E-1	-9.9066E-1	5.6991E0	9.0000E3	
6	-8.3664E-1	-1.5568E0	5.6954E0	1.1220E4	
7	-8.3588E-1	-4.2453E-1	5.6916E0	1.3440E4	
8	-8.3771E-1	-3.1419E0	5.6877E0	1.5660E4	
9	-8.3839E-1	-4.1610E0	5.6837E0	1.7880E4	
10	-8.3496E-1	9.3418E-1	5.6796E0	2.0100E4	
11	-8.3641E-1	-1.2171E0	5.6755E0	2.2320E4	
12	-8.3496E-1	9.3418E-1	5.6712E0	2.4540E4	
13	-8.3565E-1	-8.4850E-2	5.6669E0	2.6760E4	
14	-8.3641E-1	-1.2171E0	5.6626E0	2.8980E4	
15	-8.3542E-1	2.5483E-1	5.6581E0	3.1200E4	
16	-8.3900E-1	-5.0668E0	5.6537E0	3.3420E4	
17	-8.3687E-1	-1.8965E0	5.6491E0	3.5640E4	
18	-8.3504E-1	8.2096E-1	5.6447E0	3.7860E4	
19	-8.3282E-1	4.1045E0	5.6401E0	4.0080E4	
20	-8.3351E-1	3.0855E0	5.6355E0	4.2300E4	
21	-8.3405E-1	2.2929E0	5.6309E0	4.4520E4	
22	-8.3282E-1	4.1045E0	5.6263E0	4.6740E4	
23	-8.3687E-1	-1.8965E0	5.6216E0	4.8960E4	
24	-8.3260E-1	4.4442E0	5.6170E0	5.1180E4	
25	-8.3504E-1	8.2096E-1	5.6122E0	5.3400E4	
26	-8.3282E-1	4.1045E0	5.6077E0	5.5620E4	
27	-8.3588E-1	-4.2453E-1	5.6028E0	5.7840E4	
28	-8.3321E-1	3.5384E0	5.5980E0	6.0060E4	
29	-8.3214E-1	5.1235E0	5.5933E0	6.2280E4	
30	-8.3405E-1	2.2929E0	5.5885E0	6.4500E4	
31	-8.3191E-1	5.4632E0	5.5838E0	6.6720E4	
32	-8.3328E-1	3.4251E0	5.5790E0	6.8940E4	
33	-8.3260E-1	4.4442E0	5.5741E0	7.1160E4	
34	-8.3252E-1	4.5574E0	5.5693E0	7.3380E4	
35	-8.3252E-1	4.5574E0	5.5644E0	7.5600E4	
36	-8.3321E-1	3.5384E0	5.5596E0	7.7820E4	
