point 250
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-8.2039E-1	1.8400E0	5.2934E0	1.2000E2	
2	-8.2359E-1	-2.9155E0	5.2920E0	2.3400E3	
3	-8.2314E-1	-2.2362E0	5.2893E0	4.5600E3	
4	-8.2359E-1	-2.9155E0	5.2861E0	6.7800E3	
5	-8.2397E-1	-3.4816E0	5.2827E0	9.0000E3	
6	-8.2138E-1	3.6804E-1	5.2791E0	1.1220E4	
7	-8.2184E-1	-3.1132E-1	5.2752E0	1.3440E4	
8	-8.2245E-1	-1.2171E0	5.2714E0	1.5660E4	
9	-8.2283E-1	-1.7833E0	5.2673E0	1.7880E4	
10	-8.2100E-1	9.3417E-1	5.2632E0	2.0100E4	
11	-8.1879E-1	4.2177E0	5.2590E0	2.2320E4	
12	-8.2298E-1	-2.0097E0	5.2548E0	2.4540E4	
13	-8.1848E-1	4.6706E0	5.2504E0	2.6760E4	
14	-8.2047E-1	1.7267E0	5.2460E0	2.8980E4	
15	-8.1848E-1	4.6706E0	5.2416E0	3.1200E4	
16	-8.2054E-1	1.6135E0	5.2371E0	3.3420E4	
17	-8.1871E-1	4.3309E0	5.2325E0	3.5640E4	
18	-8.1985E-1	2.6326E0	5.2281E0	3.7860E4	
19	-8.2108E-1	8.2094E-1	5.2235E0	4.0080E4	
20	-8.1818E-1	5.1235E0	5.2190E0	4.2300E4	
21	-8.2146E-1	2.5481E-1	5.2143E0	4.4520E4	
22	-8.1841E-1	4.7838E0	5.2096E0	4.6740E4	
23	-8.1841E-1	4.7838E0	5.2050E0	4.8960E4	
24	-8.1902E-1	3.8780E0	5.2003E0	5.1180E4	
25	-8.1665E-1	7.3880E0	5.1957E0	5.3400E4	
26	-8.1772E-1	5.8029E0	5.1908E0	5.5620E4	
27	-8.1970E-1	2.8590E0	5.1862E0	5.7840E4	
28	-8.1772E-1	5.8029E0	5.1814E0	6.0060E4	
29	-8.1757E-1	6.0293E0	5.1766E0	6.2280E4	
30	-8.1795E-1	5.4632E0	5.1718E0	6.4500E4	
31	-8.1802E-1	5.3500E0	5.1671E0	6.6720E4	
