point 089
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-7.9926E-1	-1.4719E0	5.5727E0	1.2000E2	
2	-7.9742E-1	1.2455E0	5.5714E0	2.3400E3	
3	-8.0017E-1	-2.8306E0	5.5686E0	4.5600E3	
4	-7.9987E-1	-2.3777E0	5.5656E0	6.7800E3	
5	-7.9834E-1	-1.1317E-1	5.5622E0	9.0000E3	
6	-7.9803E-1	3.3973E-1	5.5586E0	1.1220E4	
7	-7.9948E-1	-1.8116E0	5.5547E0	1.3440E4	
8	-7.9704E-1	1.8117E0	5.5510E0	1.5660E4	
9	-7.9872E-1	-6.7930E-1	5.5470E0	1.7880E4	
10	-7.9781E-1	6.7941E-1	5.5429E0	2.0100E4	
11	-7.9803E-1	3.3973E-1	5.5388E0	2.2320E4	
12	-7.9742E-1	1.2455E0	5.5345E0	2.4540E4	
13	-7.9460E-1	5.4349E0	5.5302E0	2.6760E4	
14	-7.9704E-1	1.8117E0	5.5258E0	2.8980E4	
15	-8.0025E-1	-2.9438E0	5.5214E0	3.1200E4	
16	-7.9857E-1	-4.5285E-1	5.5170E0	3.3420E4	
17	-7.9803E-1	3.3973E-1	5.5125E0	3.5640E4	
18	-7.9903E-1	-1.1322E0	5.5079E0	3.7860E4	
19	-7.9597E-1	3.3968E0	5.5034E0	4.0080E4	
20	-7.9628E-1	2.9439E0	5.4988E0	4.2300E4	
21	-7.9666E-1	2.3778E0	5.4942E0	4.4520E4	
22	-7.9575E-1	3.7365E0	5.4896E0	4.6740E4	
23	-7.9758E-1	1.0191E0	5.4850E0	4.8960E4	
24	-7.9605E-1	3.2836E0	5.4802E0	5.1180E4	
25	-7.9620E-1	3.0572E0	5.4755E0	5.3400E4	
26	-7.9781E-1	6.7941E-1	5.4707E0	5.5620E4	
27	-7.9605E-1	3.2836E0	5.4661E0	5.7840E4	
28	-7.9750E-1	1.1323E0	5.4614E0	6.0060E4	
29	-7.9735E-1	1.3588E0	5.4567E0	6.2280E4	
30	-7.9681E-1	2.1513E0	5.4518E0	6.4500E4	
31	-7.9422E-1	6.0010E0	5.4471E0	6.6720E4	
32	-7.9361E-1	6.9068E0	5.4422E0	6.8940E4	
33	-7.9529E-1	4.4159E0	5.4374E0	7.1160E4	
34	-7.9422E-1	6.0010E0	5.4326E0	7.3380E4	
35	-7.9300E-1	7.8126E0	5.4278E0	7.5600E4	
36	-7.9582E-1	3.6233E0	5.4228E0	7.7820E4	
37	-7.9285E-1	8.0391E0	5.4179E0	8.0040E4	
38	-7.9445E-1	5.6613E0	5.4130E0	8.2260E4	
39	-7.9536E-1	4.3026E0	5.4082E0	8.4480E4	
40	-7.9376E-1	6.6804E0	5.4033E0	8.6700E4	
41	-7.9391E-1	6.4539E0	5.3983E0	8.8920E4	
42	-7.9376E-1	6.6804E0	5.3935E0	9.1140E4	
43	-7.9353E-1	7.0201E0	5.3885E0	9.3360E4	
44	-7.9330E-1	7.3597E0	5.3836E0	9.5580E4	
45	-7.9376E-1	6.6804E0	5.3786E0	9.7800E4	
46	-7.9147E-1	1.0077E1	5.3736E0	1.0002E5	
47	-7.9193E-1	9.3978E0	5.3687E0	1.0224E5	
48	-7.9269E-1	8.2655E0	5.3637E0	1.0446E5	
49	-7.9117E-1	1.0530E1	5.3587E0	1.0668E5	
50	-7.9430E-1	5.8878E0	5.3538E0	1.0890E5	
51	-7.9239E-1	8.7184E0	5.3487E0	1.1112E5	
52	-7.9163E-1	9.8507E0	5.3437E0	1.1334E5	
53	-7.9323E-1	7.4730E0	5.3388E0	1.1556E5	
54	-7.9117E-1	1.0530E1	5.3337E0	1.1778E5	
55	-7.9338E-1	7.2465E0	5.3287E0	1.2000E5	
56	-7.9285E-1	8.0391E0	5.3237E0	1.2222E5	
57	-7.9437E-1	5.7746E0	5.3186E0	1.2444E5	
58	-7.9308E-1	7.6994E0	5.3135E0	1.2666E5	
59	-7.9231E-1	8.8317E0	5.3084E0	1.2888E5	
60	-7.9247E-1	8.6052E0	5.3033E0	1.3110E5	
61	-7.9079E-1	1.1096E1	5.2983E0	1.3332E5	
62	-7.9315E-1	7.5862E0	5.2932E0	1.3554E5	
63	-7.9224E-1	8.9449E0	5.2880E0	1.3776E5	
64	-7.9094E-1	1.0870E1	5.2829E0	1.3998E5	
65	-7.9102E-1	1.0757E1	5.2779E0	1.4220E5	
66	-7.9155E-1	9.9639E0	5.2728E0	1.4442E5	
67	-7.8964E-1	1.2795E1	5.2677E0	1.4664E5	
68	-7.9041E-1	1.1662E1	5.2626E0	1.4886E5	
69	-7.8697E-1	1.6757E1	5.2574E0	1.5108E5	
70	-7.9132E-1	1.0304E1	5.2522E0	1.5330E5	
71	-7.9041E-1	1.1662E1	5.2472E0	1.5552E5	
72	-7.8873E-1	1.4153E1	5.2419E0	1.5774E5	
73	-7.8934E-1	1.3247E1	5.2368E0	1.5996E5	
74	-7.8949E-1	1.3021E1	5.2316E0	1.6218E5	
75	-7.8972E-1	1.2681E1	5.2265E0	1.6440E5	
76	-7.9056E-1	1.1436E1	5.2213E0	1.6662E5	
77	-7.8911E-1	1.3587E1	5.2160E0	1.6884E5	
78	-7.8743E-1	1.6078E1	5.2109E0	1.7106E5	
79	-7.9002E-1	1.2228E1	5.2056E0	1.7328E5	
80	-7.9010E-1	1.2115E1	5.2004E0	1.7550E5	
81	-7.8850E-1	1.4493E1	5.1952E0	1.7772E5	
82	-7.9041E-1	1.1662E1	5.1900E0	1.7994E5	
83	-7.8651E-1	1.7437E1	5.1848E0	1.8216E5	
84	-7.8842E-1	1.4606E1	5.1795E0	1.8438E5	
85	-7.8842E-1	1.4606E1	5.1743E0	1.8660E5	
86	-7.8857E-1	1.4380E1	5.1690E0	1.8882E5	
87	-7.8804E-1	1.5172E1	5.1638E0	1.9104E5	
88	-7.8499E-1	1.9701E1	5.1586E0	1.9326E5	
89	-7.8812E-1	1.5059E1	5.1533E0	1.9548E5	
90	-7.8728E-1	1.6305E1	5.1480E0	1.9770E5	
91	-7.8705E-1	1.6644E1	5.1428E0	1.9992E5	
92	-7.8522E-1	1.9362E1	5.1375E0	2.0214E5	
93	-7.8613E-1	1.8003E1	5.1322E0	2.0436E5	
94	-7.8674E-1	1.7097E1	5.1268E0	2.0658E5	
95	-7.8453E-1	2.0381E1	5.1216E0	2.0880E5	
96	-7.8743E-1	1.6078E1	5.1163E0	2.1102E5	
97	-7.8636E-1	1.7663E1	5.1110E0	2.1324E5	
98	-7.8308E-1	2.2532E1	5.1056E0	2.1546E5	
99	-7.8468E-1	2.0154E1	5.1003E0	2.1768E5	
100	-7.8575E-1	1.8569E1	5.0950E0	2.1990E5	
101	-7.8400E-1	2.1173E1	5.0897E0	2.2212E5	
102	-7.8362E-1	2.1739E1	5.0843E0	2.2434E5	
103	-7.8651E-1	1.7437E1	5.0790E0	2.2656E5	
104	-7.8644E-1	1.7550E1	5.0736E0	2.2878E5	
105	-7.8568E-1	1.8682E1	5.0683E0	2.3100E5	
106	-7.8453E-1	2.0381E1	5.0629E0	2.3322E5	
107	-7.8285E-1	2.2872E1	5.0575E0	2.3544E5	
108	-7.8384E-1	2.1400E1	5.0522E0	2.3766E5	
109	-7.8484E-1	1.9928E1	5.0469E0	2.3988E5	
110	-7.8117E-1	2.5363E1	5.0414E0	2.4210E5	
111	-7.8484E-1	1.9928E1	5.0359E0	2.4432E5	
112	-7.8407E-1	2.1060E1	5.0306E0	2.4654E5	
113	-7.8545E-1	1.9022E1	5.0252E0	2.4876E5	
114	-7.8316E-1	2.2419E1	5.0197E0	2.5098E5	
115	-7.8346E-1	2.1966E1	5.0143E0	2.5320E5	
116	-7.8468E-1	2.0154E1	5.0089E0	2.5542E5	
117	-7.8369E-1	2.1626E1	5.0035E0	2.5764E5	
118	-7.8423E-1	2.0834E1	4.9981E0	2.5986E5	
119	-7.8308E-1	2.2532E1	4.9927E0	2.6208E5	
120	-7.8140E-1	2.5023E1	4.9872E0	2.6430E5	
121	-7.8194E-1	2.4230E1	4.9818E0	2.6652E5	
122	-7.8438E-1	2.0607E1	4.9764E0	2.6874E5	
123	-7.8087E-1	2.5816E1	4.9709E0	2.7096E5	
124	-7.8178E-1	2.4457E1	4.9654E0	2.7318E5	
125	-7.8285E-1	2.2872E1	4.9598E0	2.7540E5	
126	-7.8133E-1	2.5136E1	4.9545E0	2.7762E5	
127	-7.8049E-1	2.6382E1	4.9490E0	2.7984E5	
128	-7.8064E-1	2.6155E1	4.9435E0	2.8206E5	
129	-7.8049E-1	2.6382E1	4.9380E0	2.8428E5	
130	-7.8186E-1	2.4344E1	4.9326E0	2.8650E5	
131	-7.7888E-1	2.8759E1	4.9269E0	2.8872E5	
132	-7.7782E-1	3.0345E1	4.9215E0	2.9094E5	
133	-7.8072E-1	2.6042E1	4.9160E0	2.9316E5	
134	-7.8239E-1	2.3551E1	4.9104E0	2.9538E5	
135	-7.7881E-1	2.8873E1	4.9048E0	2.9760E5	
136	-7.7888E-1	2.8759E1	4.8993E0	2.9982E5	
137	-7.7927E-1	2.8193E1	4.8939E0	3.0204E5	
138	-7.8224E-1	2.3777E1	4.8883E0	3.0426E5	
139	-7.7980E-1	2.7401E1	4.8828E0	3.0648E5	
140	-7.7950E-1	2.7854E1	4.8773E0	3.0870E5	
141	-7.8003E-1	2.7061E1	4.8717E0	3.1092E5	
142	-7.8033E-1	2.6608E1	4.8662E0	3.1314E5	
143	-7.7820E-1	2.9778E1	4.8607E0	3.1536E5	
144	-7.7911E-1	2.8420E1	4.8551E0	3.1758E5	
145	-7.7522E-1	3.4194E1	4.8494E0	3.1980E5	
146	-7.7888E-1	2.8759E1	4.8439E0	3.2202E5	
147	-7.7728E-1	3.1137E1	4.8383E0	3.2424E5	
148	-7.7866E-1	2.9099E1	4.8327E0	3.2646E5	
149	-7.7484E-1	3.4760E1	4.8271E0	3.2868E5	
150	-7.7644E-1	3.2383E1	4.8215E0	3.3090E5	
151	-7.7682E-1	3.1816E1	4.8159E0	3.3312E5	
152	-7.7751E-1	3.0797E1	4.8103E0	3.3534E5	
153	-7.7797E-1	3.0118E1	4.8046E0	3.3756E5	
154	-7.7637E-1	3.2496E1	4.7992E0	3.3978E5	
155	-7.7690E-1	3.1703E1	4.7935E0	3.4200E5	
156	-7.7614E-1	3.2836E1	4.7878E0	3.4422E5	
157	-7.7637E-1	3.2496E1	4.7822E0	3.4644E5	
158	-7.7744E-1	3.0911E1	4.7766E0	3.4866E5	
159	-7.7469E-1	3.4987E1	4.7709E0	3.5088E5	
160	-7.7736E-1	3.1024E1	4.7652E0	3.5310E5	
161	-7.7454E-1	3.5213E1	4.7597E0	3.5532E5	
162	-7.7591E-1	3.3175E1	4.7539E0	3.5754E5	
163	-7.7461E-1	3.5100E1	4.7483E0	3.5976E5	
164	-7.7499E-1	3.4534E1	4.7427E0	3.6198E5	
165	-7.7408E-1	3.5893E1	4.7369E0	3.6420E5	
166	-7.7316E-1	3.7251E1	4.7312E0	3.6642E5	
167	-7.7477E-1	3.4874E1	4.7255E0	3.6864E5	
168	-7.7332E-1	3.7025E1	4.7199E0	3.7086E5	
169	-7.7385E-1	3.6232E1	4.7143E0	3.7308E5	
170	-7.7232E-1	3.8497E1	4.7085E0	3.7530E5	
171	-7.7309E-1	3.7365E1	4.7027E0	3.7752E5	
172	-7.7187E-1	3.9176E1	4.6970E0	3.7974E5	
173	-7.7164E-1	3.9516E1	4.6915E0	3.8196E5	
174	-7.7209E-1	3.8836E1	4.6857E0	3.8418E5	
175	-7.7293E-1	3.7591E1	4.6799E0	3.8640E5	
176	-7.7316E-1	3.7251E1	4.6742E0	3.8862E5	
177	-7.7278E-1	3.7817E1	4.6685E0	3.9084E5	
178	-7.7187E-1	3.9176E1	4.6627E0	3.9306E5	
179	-7.7271E-1	3.7931E1	4.6570E0	3.9528E5	
180	-7.7179E-1	3.9289E1	4.6513E0	3.9750E5	
181	-7.7148E-1	3.9742E1	4.6455E0	3.9972E5	
182	-7.7179E-1	3.9289E1	4.6397E0	4.0194E5	
183	-7.7003E-1	4.1894E1	4.6339E0	4.0416E5	
184	-7.7209E-1	3.8836E1	4.6282E0	4.0638E5	
185	-7.7057E-1	4.1101E1	4.6225E0	4.0860E5	
186	-7.7171E-1	3.9403E1	4.6167E0	4.1082E5	
187	-7.6881E-1	4.3705E1	4.6109E0	4.1304E5	
188	-7.6859E-1	4.4045E1	4.6050E0	4.1526E5	
189	-7.6996E-1	4.2007E1	4.5994E0	4.1748E5	
190	-7.7019E-1	4.1667E1	4.5935E0	4.1970E5	
191	-7.6874E-1	4.3818E1	4.5877E0	4.2192E5	
192	-7.7133E-1	3.9969E1	4.5819E0	4.2414E5	
193	-7.6912E-1	4.3252E1	4.5761E0	4.2636E5	
194	-7.6721E-1	4.6083E1	4.5702E0	4.2858E5	
195	-7.6721E-1	4.6083E1	4.5645E0	4.3080E5	
196	-7.6843E-1	4.4271E1	4.5586E0	4.3302E5	
197	-7.6897E-1	4.3479E1	4.5527E0	4.3524E5	
198	-7.6721E-1	4.6083E1	4.5469E0	4.3746E5	
199	-7.6836E-1	4.4385E1	4.5410E0	4.3968E5	
200	-7.6607E-1	4.7781E1	4.5352E0	4.4190E5	
201	-7.6729E-1	4.5970E1	4.5294E0	4.4412E5	
202	-7.6790E-1	4.5064E1	4.5235E0	4.4634E5	
203	-7.6721E-1	4.6083E1	4.5177E0	4.4856E5	
204	-7.6775E-1	4.5290E1	4.5118E0	4.5078E5	
205	-7.6706E-1	4.6309E1	4.5058E0	4.5300E5	
206	-7.6622E-1	4.7555E1	4.5001E0	4.5522E5	
207	-7.6584E-1	4.8121E1	4.4942E0	4.5744E5	
208	-7.6500E-1	4.9366E1	4.4882E0	4.5966E5	
209	-7.6538E-1	4.8800E1	4.4824E0	4.6188E5	
210	-7.6485E-1	4.9593E1	4.4766E0	4.6410E5	
211	-7.6469E-1	4.9819E1	4.4707E0	4.6632E5	
212	-7.6599E-1	4.7895E1	4.4647E0	4.6854E5	
213	-7.6546E-1	4.8687E1	4.4588E0	4.7076E5	
214	-7.6637E-1	4.7328E1	4.4528E0	4.7298E5	
215	-7.6675E-1	4.6762E1	4.4469E0	4.7520E5	
216	-7.6454E-1	5.0046E1	4.4410E0	4.7742E5	
217	-7.6324E-1	5.1971E1	4.4351E0	4.7964E5	
218	-7.6492E-1	4.9480E1	4.4292E0	4.8186E5	
219	-7.6324E-1	5.1971E1	4.4233E0	4.8408E5	
220	-7.6492E-1	4.9480E1	4.4173E0	4.8630E5	
221	-7.6447E-1	5.0159E1	4.4114E0	4.8852E5	
222	-7.6279E-1	5.2650E1	4.4054E0	4.9074E5	
223	-7.6378E-1	5.1178E1	4.3995E0	4.9296E5	
224	-7.6576E-1	4.8234E1	4.3935E0	4.9518E5	
225	-7.6431E-1	5.0386E1	4.3876E0	4.9740E5	
226	-7.6378E-1	5.1178E1	4.3816E0	4.9962E5	
227	-7.6439E-1	5.0272E1	4.3758E0	5.0184E5	
228	-7.6149E-1	5.4575E1	4.3697E0	5.0406E5	
229	-7.6164E-1	5.4348E1	4.3637E0	5.0628E5	
230	-7.6195E-1	5.3896E1	4.3577E0	5.0850E5	
231	-7.6241E-1	5.3216E1	4.3517E0	5.1072E5	
232	-7.6370E-1	5.1291E1	4.3457E0	5.1294E5	
233	-7.6256E-1	5.2990E1	4.3398E0	5.1516E5	
234	-7.6385E-1	5.1065E1	4.3338E0	5.1738E5	
235	-7.6012E-1	5.6613E1	4.3277E0	5.1960E5	
236	-7.6302E-1	5.2310E1	4.3218E0	5.2182E5	
237	-7.5783E-1	6.0010E1	4.3157E0	5.2404E5	
238	-7.6118E-1	5.5028E1	4.3098E0	5.2626E5	
239	-7.6057E-1	5.5934E1	4.3036E0	5.2848E5	
240	-7.5844E-1	5.9104E1	4.2977E0	5.3070E5	
241	-7.5890E-1	5.8425E1	4.2916E0	5.3292E5	
242	-7.6019E-1	5.6500E1	4.2856E0	5.3514E5	
243	-7.5981E-1	5.7066E1	4.2795E0	5.3736E5	
244	-7.6050E-1	5.6047E1	4.2735E0	5.3958E5	
245	-7.5897E-1	5.8311E1	4.2675E0	5.4180E5	
246	-7.5645E-1	6.2048E1	4.2615E0	5.4402E5	
247	-7.5661E-1	6.1821E1	4.2554E0	5.4624E5	
248	-7.5897E-1	5.8311E1	4.2494E0	5.4846E5	
249	-7.5592E-1	6.2840E1	4.2434E0	5.5068E5	
250	-7.5951E-1	5.7519E1	4.2372E0	5.5290E5	
251	-7.5836E-1	5.9217E1	4.2313E0	5.5512E5	
252	-7.5737E-1	6.0689E1	4.2251E0	5.5734E5	
253	-7.5813E-1	5.9557E1	4.2190E0	5.5956E5	
254	-7.5607E-1	6.2614E1	4.2129E0	5.6178E5	
255	-7.5600E-1	6.2727E1	4.2068E0	5.6400E5	
256	-7.5821E-1	5.9444E1	4.2009E0	5.6622E5	
257	-7.5630E-1	6.2274E1	4.1947E0	5.6844E5	
258	-7.5684E-1	6.1482E1	4.1886E0	5.7066E5	
259	-7.5798E-1	5.9783E1	4.1825E0	5.7288E5	
260	-7.5821E-1	5.9444E1	4.1764E0	5.7510E5	
261	-7.5333E-1	6.6690E1	4.1703E0	5.7732E5	
262	-7.5439E-1	6.5105E1	4.1642E0	5.7954E5	
263	-7.5798E-1	5.9783E1	4.1581E0	5.8176E5	
264	-7.5356E-1	6.6350E1	4.1520E0	5.8398E5	
265	-7.5447E-1	6.4992E1	4.1459E0	5.8620E5	
266	-7.5531E-1	6.3746E1	4.1397E0	5.8842E5	
267	-7.5745E-1	6.0576E1	4.1335E0	5.9064E5	
268	-7.5378E-1	6.6011E1	4.1276E0	5.9286E5	
269	-7.5653E-1	6.1935E1	4.1214E0	5.9508E5	
