407.288666	-0.310059
406.875397	-0.318604
406.255463	-0.308838
406.875397	-0.319824
406.255463	-0.324707
406.048828	-0.327148
405.842194	-0.328369
405.635559	-0.321045
405.428894	-0.316162
405.222260	-0.311279
405.015625	-0.312500
404.808990	-0.311279
404.395691	-0.302734
404.395691	-0.319824
404.395691	-0.324707
403.775787	-0.329590
403.775787	-0.321045
403.362488	-0.323486
403.362488	-0.335693
403.155853	-0.325928
402.949219	-0.328369
402.535950	-0.317383
402.535950	-0.322266
402.122650	-0.316162
401.916016	-0.322266
401.916016	-0.325928
401.709381	-0.324707
401.296082	-0.319824
401.502747	-0.317383
400.882812	-0.321045
400.676178	-0.318604
400.469543	-0.321045
400.262878	-0.313721
400.056244	-0.314941
399.642975	-0.319824
399.642975	-0.328369
399.436340	-0.324707
399.229675	-0.323486
398.816406	-0.317383
399.023041	-0.324707
398.403137	-0.317383
398.403137	-0.314941
398.609772	-0.318604
397.989838	-0.318604
397.369934	-0.324707
397.576569	-0.322266
397.369934	-0.325928
397.163269	-0.318604
396.956635	-0.316162
396.543365	-0.325928
396.543365	-0.319824
396.336731	-0.314941
395.923431	-0.313721
395.923431	-0.313721
395.923431	-0.313721
395.303528	-0.312500
395.303528	-0.323486
395.096863	-0.328369
394.890228	-0.333252
394.890228	-0.334473
394.270325	-0.322266
394.063660	-0.328369
393.857025	-0.322266
393.650391	-0.329590
393.443756	-0.329590
393.237122	-0.324707
393.237122	-0.328369
392.823822	-0.319824
392.617187	-0.319824
392.617187	-0.329590
392.203918	-0.324707
392.410553	-0.327148
391.583984	-0.322266
391.377350	-0.322266
391.170715	-0.334473
390.964050	-0.321045
390.757416	-0.325928
390.550781	-0.310059
390.344147	-0.321045
389.930847	-0.310059
389.930847	-0.321045
389.517578	-0.313721
389.724213	-0.319824
389.517578	-0.312500
389.310944	-0.307617
389.104309	-0.321045
388.691010	-0.311279
388.484375	-0.323486
388.277740	-0.318604
388.277740	-0.328369
387.864441	-0.329590
387.864441	-0.319824
387.451172	-0.327148
387.037903	-0.313721
387.037903	-0.305176
386.831238	-0.311279
386.624603	-0.318604
386.624603	-0.321045
386.211334	-0.323486
385.798035	-0.319824
385.798035	-0.322266
385.591400	-0.323486
385.178131	-0.327148
385.384766	-0.323486
384.971497	-0.323486
384.764832	-0.317383
385.178131	-0.318604
384.558197	-0.323486
384.351562	-0.323486
383.938293	-0.322266
383.524994	-0.314941
383.524994	-0.325928
383.318359	-0.314941
383.318359	-0.319824
382.698425	-0.318604
383.318359	-0.318604
382.491791	-0.314941
382.078522	-0.318604
381.871887	-0.317383
381.665222	-0.322266
381.458588	-0.317383
381.045319	-0.318604
381.045319	-0.313721
380.632019	-0.322266
380.632019	-0.325928
380.425385	-0.316162
380.218750	-0.322266
380.218750	-0.314941
379.805481	-0.321045
379.598816	-0.319824
379.392181	-0.323486
378.978912	-0.323486
378.978912	-0.321045
378.978912	-0.317383
378.772278	-0.317383
378.565613	-0.314941
377.945709	-0.319824
377.945709	-0.316162
377.945709	-0.313721
377.532410	-0.312500
377.325775	-0.324707
377.325775	-0.324707
376.705872	-0.330811
376.499207	-0.328369
376.499207	-0.327148
376.499207	-0.322266
376.499207	-0.323486
375.879303	-0.319824
375.259369	-0.322266
375.259369	-0.319824
375.259369	-0.314941
374.846100	-0.319824
374.846100	-0.324707
374.639465	-0.322266
374.226166	-0.324707
373.812897	-0.316162
373.606262	-0.317383
374.019531	-0.318604
373.192963	-0.324707
373.192963	-0.322266
372.986328	-0.324707
372.779694	-0.321045
372.986328	-0.327148
371.953125	-0.317383
372.159760	-0.322266
371.953125	-0.311279
371.953125	-0.314941
371.333191	-0.316162
371.333191	-0.318604
370.919922	-0.321045
370.919922	-0.323486
370.713287	-0.317383
370.506653	-0.316162
370.299988	-0.308838
369.886719	-0.325928
370.299988	-0.319824
369.680084	-0.314941
369.473450	-0.312500
369.473450	-0.312500
368.853516	-0.312500
368.853516	-0.312500
368.440247	-0.321045
368.233582	-0.312500
368.026947	-0.314941
368.026947	-0.324707
367.820312	-0.327148
367.820312	-0.329590
367.200378	-0.328369
367.200378	-0.322266
366.787109	-0.324707
366.787109	-0.316162
366.580475	-0.321045
366.373840	-0.314941
366.167175	-0.319824
365.960541	-0.321045
365.960541	-0.317383
365.547272	-0.318604
365.133972	-0.321045
364.720703	-0.316162
365.133972	-0.316162
364.307434	-0.319824
364.100769	-0.318604
364.100769	-0.319824
363.687500	-0.324707
363.480865	-0.321045
363.480865	-0.323486
363.067566	-0.317383
362.860931	-0.314941
