point 180
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-5.4139E0	5.9426E-3	9.1250E-1	1.2000E2	
2	-5.3741E0	3.2633E-2	9.1356E-1	3.0000E2	
3	-5.2664E0	1.0497E-1	9.1357E-1	4.8000E2	
4	-5.2859E0	9.1905E-2	9.1363E-1	6.6000E2	
5	-5.2516E0	1.1491E-1	9.1357E-1	8.4000E2	
6	-5.2376E0	1.2433E-1	9.1354E-1	1.0200E3	
7	-5.2423E0	1.2116E-1	9.1353E-1	1.2000E3	
8	-5.2388E0	1.2351E-1	9.1350E-1	1.3800E3	
9	-5.2444E0	1.1972E-1	9.1339E-1	1.5600E3	
10	-5.2441E0	1.1998E-1	9.1330E-1	1.7400E3	
11	-5.2250E0	1.3279E-1	9.1331E-1	1.9200E3	
12	-5.2412E0	1.2187E-1	9.1322E-1	2.1000E3	
13	-5.2420E0	1.2136E-1	9.1321E-1	2.2800E3	
14	-5.2218E0	1.3494E-1	9.1306E-1	2.4600E3	
15	-5.2555E0	1.1229E-1	9.1291E-1	2.6400E3	
16	-5.2554E0	1.1240E-1	9.1288E-1	2.8200E3	
17	-5.2655E0	1.0558E-1	9.1277E-1	3.0000E3	
18	-5.2789E0	9.6619E-2	9.1265E-1	3.1800E3	
19	-5.2851E0	9.2418E-2	9.1260E-1	3.3600E3	
20	-5.2854E0	9.2213E-2	9.1250E-1	3.5400E3	
21	-5.2554E0	1.1235E-1	9.1243E-1	3.7200E3	
22	-5.2817E0	9.4723E-2	9.1231E-1	3.9000E3	
23	-5.2640E0	1.0661E-1	9.1217E-1	4.0800E3	
24	-5.2721E0	1.0118E-1	9.1211E-1	4.2600E3	
25	-5.2665E0	1.0492E-1	9.1200E-1	4.4400E3	
26	-5.2495E0	1.1634E-1	9.1189E-1	4.6200E3	
27	-5.2793E0	9.6311E-2	9.1170E-1	4.8000E3	
28	-5.2851E0	9.2418E-2	9.1172E-1	4.9800E3	
29	-5.2525E0	1.1434E-1	9.1152E-1	5.1600E3	
30	-5.2569E0	1.1137E-1	9.1140E-1	5.3400E3	
31	-5.2534E0	1.1368E-1	9.1136E-1	5.5200E3	
32	-5.2556E0	1.1224E-1	9.1116E-1	5.7000E3	
33	-5.2339E0	1.2679E-1	9.1112E-1	5.8800E3	
34	-5.2666E0	1.0487E-1	9.1106E-1	6.0600E3	
35	-5.2724E0	1.0092E-1	9.1087E-1	6.2400E3	
36	-5.2827E0	9.4006E-2	9.1074E-1	6.4200E3	
37	-5.2622E0	1.0779E-1	9.1055E-1	6.6000E3	
38	-5.2542E0	1.1317E-1	9.1046E-1	6.7800E3	
39	-5.2498E0	1.1614E-1	9.1042E-1	6.9600E3	
40	-5.2529E0	1.1404E-1	9.1029E-1	7.1400E3	
41	-5.2381E0	1.2398E-1	9.1014E-1	7.3200E3	
42	-5.2465E0	1.1834E-1	9.1002E-1	7.5000E3	
43	-5.2865E0	9.1496E-2	9.0983E-1	7.6800E3	
44	-5.2508E0	1.1547E-1	9.0975E-1	7.8600E3	
45	-5.2497E0	1.1619E-1	9.0959E-1	8.0400E3	
46	-5.2446E0	1.1962E-1	9.0949E-1	8.2200E3	
47	-5.2760E0	9.8514E-2	9.0940E-1	8.4000E3	
48	-5.2834E0	9.3545E-2	9.0930E-1	8.5800E3	
49	-5.2683E0	1.0369E-1	9.0913E-1	8.7600E3	
50	-5.2682E0	1.0374E-1	9.0896E-1	8.9400E3	
51	-5.2785E0	9.6875E-2	9.0890E-1	9.1200E3	
52	-5.2831E0	9.3750E-2	9.0880E-1	9.3000E3	
53	-5.2525E0	1.1434E-1	9.0866E-1	9.4800E3	
54	-5.2639E0	1.0666E-1	9.0842E-1	9.6600E3	
55	-5.2518E0	1.1475E-1	9.0837E-1	9.8400E3	
56	-5.2264E0	1.3181E-1	9.0824E-1	1.0020E4	
57	-5.2529E0	1.1404E-1	9.0817E-1	1.0200E4	
58	-5.2547E0	1.1286E-1	9.0805E-1	1.0380E4	
59	-5.2504E0	1.1573E-1	9.0787E-1	1.0560E4	
60	-5.2462E0	1.1854E-1	9.0774E-1	1.0740E4	
61	-5.2659E0	1.0533E-1	9.0763E-1	1.0920E4	
62	-5.2736E0	1.0015E-1	9.0757E-1	1.1100E4	
63	-5.2670E0	1.0461E-1	9.0738E-1	1.1280E4	
64	-5.2477E0	1.1757E-1	9.0720E-1	1.1460E4	
65	-5.2628E0	1.0743E-1	9.0707E-1	1.1640E4	
66	-5.2742E0	9.9744E-2	9.0692E-1	1.1820E4	
67	-5.2446E0	1.1962E-1	9.0683E-1	1.2000E4	
68	-5.2400E0	1.2269E-1	9.0662E-1	1.2180E4	
69	-5.2404E0	1.2244E-1	9.0652E-1	1.2360E4	
70	-5.2410E0	1.2203E-1	9.0644E-1	1.2540E4	
71	-5.2548E0	1.1276E-1	9.0626E-1	1.2720E4	
72	-5.2711E0	1.0179E-1	9.0619E-1	1.2900E4	
73	-5.2596E0	1.0958E-1	9.0596E-1	1.3080E4	
74	-5.2520E0	1.1465E-1	9.0590E-1	1.3260E4	
75	-5.2447E0	1.1957E-1	9.0586E-1	1.3440E4	
76	-5.2717E0	1.0143E-1	9.0569E-1	1.3620E4	
77	-5.2448E0	1.1952E-1	9.0557E-1	1.3800E4	
78	-5.2632E0	1.0712E-1	9.0529E-1	1.3980E4	
79	-5.2200E0	1.3617E-1	9.0523E-1	1.4160E4	
80	-5.2266E0	1.3171E-1	9.0507E-1	1.4340E4	
81	-5.2486E0	1.1691E-1	9.0495E-1	1.4520E4	
82	-5.2599E0	1.0932E-1	9.0482E-1	1.4700E4	
83	-5.2634E0	1.0702E-1	9.0468E-1	1.4880E4	
84	-5.2572E0	1.1117E-1	9.0454E-1	1.5060E4	
85	-5.2494E0	1.1639E-1	9.0434E-1	1.5240E4	
