point 023
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-5.0159E0	9.0548E-3	8.8877E-1	1.2000E2	
2	-4.9902E0	2.6319E-2	8.8973E-1	3.0000E2	
3	-4.9146E0	7.7087E-2	8.8979E-1	4.8000E2	
4	-4.9135E0	7.7805E-2	8.8991E-1	6.6000E2	
5	-4.8945E0	9.0561E-2	8.8989E-1	8.4000E2	
6	-4.8739E0	1.0439E-1	8.8989E-1	1.0200E3	
7	-4.8929E0	9.1637E-2	8.8985E-1	1.2000E3	
8	-4.8957E0	8.9741E-2	8.8970E-1	1.3800E3	
9	-4.8969E0	8.8973E-2	8.8975E-1	1.5600E3	
10	-4.9017E0	8.5694E-2	8.8969E-1	1.7400E3	
11	-4.9021E0	8.5438E-2	8.8962E-1	1.9200E3	
12	-4.9195E0	7.3757E-2	8.8953E-1	2.1000E3	
13	-4.9138E0	7.7600E-2	8.8955E-1	2.2800E3	
14	-4.9070E0	8.2159E-2	8.8941E-1	2.4600E3	
15	-4.9089E0	8.0878E-2	8.8936E-1	2.6400E3	
16	-4.8949E0	9.0305E-2	8.8917E-1	2.8200E3	
17	-4.9000E0	8.6872E-2	8.8922E-1	3.0000E3	
18	-4.8909E0	9.2968E-2	8.8902E-1	3.1800E3	
19	-4.8826E0	9.8552E-2	8.8899E-1	3.3600E3	
20	-4.8791E0	1.0091E-1	8.8888E-1	3.5400E3	
21	-4.9114E0	7.9188E-2	8.8879E-1	3.7200E3	
22	-4.9001E0	8.6821E-2	8.8869E-1	3.9000E3	
23	-4.8997E0	8.7077E-2	8.8856E-1	4.0800E3	
24	-4.9087E0	8.1032E-2	8.8844E-1	4.2600E3	
25	-4.9202E0	7.3296E-2	8.8829E-1	4.4400E3	
26	-4.9119E0	7.8880E-2	8.8825E-1	4.6200E3	
27	-4.9224E0	7.1811E-2	8.8820E-1	4.8000E3	
28	-4.9199E0	7.3501E-2	8.8807E-1	4.9800E3	
29	-4.9050E0	8.3491E-2	8.8788E-1	5.1600E3	
30	-4.9119E0	7.8880E-2	8.8786E-1	5.3400E3	
