point 018
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-5.0829E0	1.6355E-2	8.8911E-1	1.2000E2	
2	-5.0443E0	4.2277E-2	8.9012E-1	3.0000E2	
3	-4.9471E0	1.0754E-1	8.9024E-1	4.8000E2	
4	-4.9324E0	1.1738E-1	8.9021E-1	6.6000E2	
5	-4.9803E0	8.5207E-2	8.9027E-1	8.4000E2	
6	-4.9409E0	1.1169E-1	8.9023E-1	1.0200E3	
7	-4.9204E0	1.2542E-1	8.9024E-1	1.2000E3	
8	-4.8895E0	1.4622E-1	8.9017E-1	1.3800E3	
9	-4.9001E0	1.3910E-1	8.9008E-1	1.5600E3	
10	-4.9090E0	1.3311E-1	8.9008E-1	1.7400E3	
11	-4.9049E0	1.3587E-1	8.9001E-1	1.9200E3	
12	-4.9032E0	1.3700E-1	8.8998E-1	2.1000E3	
13	-4.8817E0	1.5140E-1	8.8983E-1	2.2800E3	
14	-4.9115E0	1.3142E-1	8.8973E-1	2.4600E3	
15	-4.9509E0	1.0493E-1	8.8960E-1	2.6400E3	
16	-4.9365E0	1.1461E-1	8.8959E-1	2.8200E3	
17	-4.9261E0	1.2163E-1	8.8954E-1	3.0000E3	
18	-4.9368E0	1.1446E-1	8.8937E-1	3.1800E3	
19	-4.9558E0	1.0165E-1	8.8926E-1	3.3600E3	
20	-4.9338E0	1.1646E-1	8.8930E-1	3.5400E3	
21	-4.9219E0	1.2445E-1	8.8918E-1	3.7200E3	
22	-4.9402E0	1.1215E-1	8.8905E-1	3.9000E3	
23	-4.9227E0	1.2389E-1	8.8893E-1	4.0800E3	
24	-4.9248E0	1.2250E-1	8.8884E-1	4.2600E3	
25	-4.9079E0	1.3382E-1	8.8860E-1	4.4400E3	
26	-4.8933E0	1.4366E-1	8.8861E-1	4.6200E3	
27	-4.9252E0	1.2219E-1	8.8850E-1	4.8000E3	
28	-4.9311E0	1.1825E-1	8.8839E-1	4.9800E3	
29	-4.9245E0	1.2271E-1	8.8833E-1	5.1600E3	
30	-4.9219E0	1.2445E-1	8.8819E-1	5.3400E3	
31	-4.9084E0	1.3347E-1	8.8806E-1	5.5200E3	
32	-4.9429E0	1.1036E-1	8.8803E-1	5.7000E3	
33	-4.9027E0	1.3731E-1	8.8775E-1	5.8800E3	
34	-4.9207E0	1.2527E-1	8.8774E-1	6.0600E3	
35	-4.9083E0	1.3357E-1	8.8760E-1	6.2400E3	
36	-4.9320E0	1.1764E-1	8.8755E-1	6.4200E3	
37	-4.8939E0	1.4325E-1	8.8744E-1	6.6000E3	
38	-4.9024E0	1.3751E-1	8.8718E-1	6.7800E3	
39	-4.9135E0	1.3008E-1	8.8716E-1	6.9600E3	
40	-4.9534E0	1.0329E-1	8.8701E-1	7.1400E3	
41	-4.9527E0	1.0375E-1	8.8692E-1	7.3200E3	
42	-4.9478E0	1.0703E-1	8.8669E-1	7.5000E3	
43	-4.9467E0	1.0780E-1	8.8660E-1	7.6800E3	
44	-4.9278E0	1.2045E-1	8.8650E-1	7.8600E3	
45	-4.9366E0	1.1456E-1	8.8647E-1	8.0400E3	
46	-4.9136E0	1.2998E-1	8.8623E-1	8.2200E3	
47	-4.9325E0	1.1733E-1	8.8622E-1	8.4000E3	
48	-4.9030E0	1.3710E-1	8.8610E-1	8.5800E3	
49	-4.8830E0	1.5052E-1	8.8588E-1	8.7600E3	
50	-4.8784E0	1.5365E-1	8.8575E-1	8.9400E3	
51	-4.9095E0	1.3275E-1	8.8567E-1	9.1200E3	
52	-4.9215E0	1.2471E-1	8.8549E-1	9.3000E3	
53	-4.9374E0	1.1405E-1	8.8541E-1	9.4800E3	
54	-4.9259E0	1.2173E-1	8.8531E-1	9.6600E3	
55	-4.9359E0	1.1502E-1	8.8515E-1	9.8400E3	
56	-4.9256E0	1.2194E-1	8.8504E-1	1.0020E4	
57	-4.9279E0	1.2040E-1	8.8491E-1	1.0200E4	
58	-4.9329E0	1.1707E-1	8.8474E-1	1.0380E4	
59	-4.9310E0	1.1835E-1	8.8467E-1	1.0560E4	
60	-4.9008E0	1.3859E-1	8.8447E-1	1.0740E4	
61	-4.9011E0	1.3838E-1	8.8436E-1	1.0920E4	
62	-4.8944E0	1.4289E-1	8.8425E-1	1.1100E4	
63	-4.9288E0	1.1979E-1	8.8417E-1	1.1280E4	
64	-4.9320E0	1.1764E-1	8.8401E-1	1.1460E4	
65	-4.9208E0	1.2517E-1	8.8389E-1	1.1640E4	
66	-4.9162E0	1.2824E-1	8.8365E-1	1.1820E4	
67	-4.8991E0	1.3972E-1	8.8367E-1	1.2000E4	
68	-4.9051E0	1.3572E-1	8.8338E-1	1.2180E4	
69	-4.9251E0	1.2230E-1	8.8328E-1	1.2360E4	
70	-4.9097E0	1.3259E-1	8.8322E-1	1.2540E4	
71	-4.9217E0	1.2455E-1	8.8305E-1	1.2720E4	
72	-4.9075E0	1.3413E-1	8.8289E-1	1.2900E4	
73	-4.9306E0	1.1856E-1	8.8278E-1	1.3080E4	
74	-4.9092E0	1.3295E-1	8.8267E-1	1.3260E4	
75	-4.9294E0	1.1938E-1	8.8258E-1	1.3440E4	
76	-4.9084E0	1.3347E-1	8.8245E-1	1.3620E4	
77	-4.8821E0	1.5114E-1	8.8229E-1	1.3800E4	
78	-4.9098E0	1.3254E-1	8.8216E-1	1.3980E4	
79	-4.9429E0	1.1031E-1	8.8203E-1	1.4160E4	
80	-4.9368E0	1.1441E-1	8.8187E-1	1.4340E4	
81	-4.9484E0	1.0662E-1	8.8175E-1	1.4520E4	
82	-4.9254E0	1.2209E-1	8.8154E-1	1.4700E4	
83	-4.9348E0	1.1574E-1	8.8151E-1	1.4880E4	
84	-4.9271E0	1.2097E-1	8.8127E-1	1.5060E4	
85	-4.9149E0	1.2911E-1	8.8117E-1	1.5240E4	
86	-4.9442E0	1.0944E-1	8.8100E-1	1.5420E4	
87	-4.9605E0	9.8527E-2	8.8097E-1	1.5600E4	
88	-4.9531E0	1.0350E-1	8.8073E-1	1.5780E4	
89	-4.9520E0	1.0421E-1	8.8064E-1	1.5960E4	
90	-4.9235E0	1.2337E-1	8.8051E-1	1.6140E4	
91	-4.9306E0	1.1856E-1	8.8040E-1	1.6320E4	
92	-4.9557E0	1.0170E-1	8.8025E-1	1.6500E4	
93	-4.9224E0	1.2409E-1	8.8004E-1	1.6680E4	
94	-4.9300E0	1.1897E-1	8.7988E-1	1.6860E4	
