point 129
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-6.8034E0	2.2998E-1	8.8849E-1	1.2000E2	
2	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
3	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
4	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
5	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
6	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
7	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
8	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
9	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
10	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
11	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
12	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
13	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
14	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
15	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
16	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
17	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
18	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
19	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
20	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
21	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
22	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
23	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
24	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
25	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
26	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
27	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
28	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
29	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
30	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
31	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
32	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
33	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
34	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
35	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
36	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
37	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
38	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
39	-6.5358E0	4.0964E-1	8.8917E-1	1.8000E2	
