point 025
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-5.1131E0	-1.3204E-2	8.8929E-1	1.2000E2	
2	-5.0896E0	2.5743E-3	8.9038E-1	3.0000E2	
3	-4.9954E0	6.5791E-2	8.9042E-1	4.8000E2	
4	-4.9837E0	7.3681E-2	8.9049E-1	6.6000E2	
5	-4.9894E0	6.9838E-2	8.9048E-1	8.4000E2	
6	-4.9406E0	1.0257E-1	8.9042E-1	1.0200E3	
7	-4.9409E0	1.0242E-1	8.9034E-1	1.2000E3	
8	-4.9390E0	1.0370E-1	8.9031E-1	1.3800E3	
9	-4.9407E0	1.0252E-1	8.9026E-1	1.5600E3	
10	-4.9406E0	1.0257E-1	8.9027E-1	1.7400E3	
11	-4.9483E0	9.7400E-2	8.9020E-1	1.9200E3	
12	-4.9380E0	1.0437E-1	8.9013E-1	2.1000E3	
13	-4.9722E0	8.1416E-2	8.9002E-1	2.2800E3	
14	-4.9537E0	9.3814E-2	8.8999E-1	2.4600E3	
15	-4.9704E0	8.2595E-2	8.8990E-1	2.6400E3	
16	-4.9452E0	9.9500E-2	8.8985E-1	2.8200E3	
17	-4.9416E0	1.0191E-1	8.8967E-1	3.0000E3	
18	-4.9015E0	1.2885E-1	8.8964E-1	3.1800E3	
19	-4.9238E0	1.1390E-1	8.8946E-1	3.3600E3	
20	-4.9603E0	8.9357E-2	8.8947E-1	3.5400E3	
21	-4.9456E0	9.9244E-2	8.8934E-1	3.7200E3	
22	-4.9293E0	1.1021E-1	8.8928E-1	3.9000E3	
23	-4.9496E0	9.6529E-2	8.8917E-1	4.0800E3	
24	-4.9479E0	9.7707E-2	8.8900E-1	4.2600E3	
25	-4.9355E0	1.0606E-1	8.8891E-1	4.4400E3	
26	-4.9258E0	1.1256E-1	8.8890E-1	4.6200E3	
27	-4.9276E0	1.1133E-1	8.8874E-1	4.8000E3	
28	-4.9204E0	1.1615E-1	8.8869E-1	4.9800E3	
29	-4.9445E0	9.9961E-2	8.8844E-1	5.1600E3	
30	-4.9480E0	9.7656E-2	8.8841E-1	5.3400E3	
31	-4.8971E0	1.3183E-1	8.8836E-1	5.5200E3	
32	-4.8846E0	1.4018E-1	8.8815E-1	5.7000E3	
33	-4.9047E0	1.2670E-1	8.8806E-1	5.8800E3	
34	-4.9327E0	1.0790E-1	8.8799E-1	6.0600E3	
35	-4.9271E0	1.1164E-1	8.8784E-1	6.2400E3	
36	-4.9158E0	1.1922E-1	8.8779E-1	6.4200E3	
37	-4.9313E0	1.0882E-1	8.8760E-1	6.6000E3	
38	-4.9099E0	1.2322E-1	8.8748E-1	6.7800E3	
39	-4.9580E0	9.0894E-2	8.8744E-1	6.9600E3	
40	-4.9535E0	9.3967E-2	8.8729E-1	7.1400E3	
41	-4.9535E0	9.3916E-2	8.8716E-1	7.3200E3	
42	-4.9433E0	1.0078E-1	8.8706E-1	7.5000E3	
43	-4.9538E0	9.3711E-2	8.8693E-1	7.6800E3	
44	-4.9516E0	9.5197E-2	8.8681E-1	7.8600E3	
45	-4.9415E0	1.0201E-1	8.8668E-1	8.0400E3	
46	-4.9369E0	1.0508E-1	8.8663E-1	8.2200E3	
47	-4.9515E0	9.5299E-2	8.8644E-1	8.4000E3	
48	-4.9310E0	1.0908E-1	8.8629E-1	8.5800E3	
49	-4.9419E0	1.0175E-1	8.8619E-1	8.7600E3	
50	-4.9401E0	1.0293E-1	8.8613E-1	8.9400E3	
51	-4.9405E0	1.0268E-1	8.8588E-1	9.1200E3	
52	-4.9285E0	1.1072E-1	8.8584E-1	9.3000E3	
53	-4.9106E0	1.2276E-1	8.8573E-1	9.4800E3	
54	-4.9223E0	1.1487E-1	8.8559E-1	9.6600E3	
55	-4.8917E0	1.3546E-1	8.8544E-1	9.8400E3	
56	-4.9224E0	1.1482E-1	8.8525E-1	1.0020E4	
57	-4.9194E0	1.1687E-1	8.8514E-1	1.0200E4	
58	-4.9468E0	9.8424E-2	8.8496E-1	1.0380E4	
59	-4.9300E0	1.0975E-1	8.8492E-1	1.0560E4	
60	-4.9679E0	8.4285E-2	8.8484E-1	1.0740E4	
61	-4.9660E0	8.5515E-2	8.8465E-1	1.0920E4	
62	-4.9312E0	1.0893E-1	8.8454E-1	1.1100E4	
63	-4.9260E0	1.1241E-1	8.8442E-1	1.1280E4	
64	-4.9153E0	1.1958E-1	8.8433E-1	1.1460E4	
65	-4.9557E0	9.2431E-2	8.8412E-1	1.1640E4	
66	-4.9542E0	9.3455E-2	8.8401E-1	1.1820E4	
67	-4.9413E0	1.0216E-1	8.8383E-1	1.2000E4	
68	-4.9336E0	1.0729E-1	8.8374E-1	1.2180E4	
69	-4.9009E0	1.2926E-1	8.8360E-1	1.2360E4	
70	-4.9218E0	1.1523E-1	8.8342E-1	1.2540E4	
71	-4.9379E0	1.0442E-1	8.8335E-1	1.2720E4	
72	-4.9506E0	9.5863E-2	8.8323E-1	1.2900E4	
73	-4.9453E0	9.9449E-2	8.8306E-1	1.3080E4	
74	-4.9321E0	1.0831E-1	8.8302E-1	1.3260E4	
