point 240
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-5.6767E0	7.3004E-4	9.5479E-1	1.2000E2	
2	-5.6275E0	3.3773E-2	9.5585E-1	3.0000E2	
3	-5.5283E0	1.0037E-1	9.5587E-1	4.8000E2	
4	-5.5069E0	1.1477E-1	9.5590E-1	6.6000E2	
5	-5.5505E0	8.5463E-2	9.5586E-1	8.4000E2	
6	-5.5276E0	1.0083E-1	9.5585E-1	1.0200E3	
7	-5.5261E0	1.0186E-1	9.5579E-1	1.2000E3	
8	-5.5357E0	9.5453E-2	9.5572E-1	1.3800E3	
9	-5.5194E0	1.0636E-1	9.5579E-1	1.5600E3	
10	-5.5170E0	1.0800E-1	9.5573E-1	1.7400E3	
11	-5.5215E0	1.0493E-1	9.5557E-1	1.9200E3	
12	-5.5141E0	1.0995E-1	9.5552E-1	2.1000E3	
13	-5.5302E0	9.9142E-2	9.5544E-1	2.2800E3	
14	-5.4967E0	1.2163E-1	9.5536E-1	2.4600E3	
15	-5.5273E0	1.0104E-1	9.5531E-1	2.6400E3	
16	-5.5251E0	1.0252E-1	9.5527E-1	2.8200E3	
17	-5.5373E0	9.4377E-2	9.5513E-1	3.0000E3	
18	-5.5070E0	1.1472E-1	9.5504E-1	3.1800E3	
19	-5.5291E0	9.9859E-2	9.5500E-1	3.3600E3	
20	-5.5058E0	1.1553E-1	9.5479E-1	3.5400E3	
21	-5.4752E0	1.3603E-1	9.5464E-1	3.7200E3	
22	-5.5289E0	1.0001E-1	9.5464E-1	3.9000E3	
23	-5.5598E0	7.9265E-2	9.5448E-1	4.0800E3	
24	-5.5393E0	9.2994E-2	9.5442E-1	4.2600E3	
25	-5.5260E0	1.0196E-1	9.5424E-1	4.4400E3	
26	-5.5378E0	9.4019E-2	9.5421E-1	4.6200E3	
27	-5.5266E0	1.0155E-1	9.5399E-1	4.8000E3	
28	-5.5365E0	9.4890E-2	9.5394E-1	4.9800E3	
29	-5.5585E0	8.0136E-2	9.5392E-1	5.1600E3	
30	-5.5359E0	9.5299E-2	9.5385E-1	5.3400E3	
31	-5.5315E0	9.8219E-2	9.5363E-1	5.5200E3	
32	-5.5373E0	9.4377E-2	9.5360E-1	5.7000E3	
33	-5.5228E0	1.0406E-1	9.5345E-1	5.8800E3	
