point 002
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-5.0639E0	-1.9454E-2	8.8278E-1	1.2000E2	
2	-5.0327E0	1.4985E-3	8.8380E-1	3.0000E2	
3	-4.9361E0	6.6355E-2	8.8397E-1	4.8000E2	
4	-4.9246E0	7.4090E-2	8.8395E-1	6.6000E2	
5	-4.9206E0	7.6806E-2	8.8397E-1	8.4000E2	
6	-4.9124E0	8.2287E-2	8.8397E-1	1.0200E3	
7	-4.9155E0	8.0238E-2	8.8392E-1	1.2000E3	
8	-4.8762E0	1.0662E-1	8.8395E-1	1.3800E3	
9	-4.8563E0	1.1994E-1	8.8389E-1	1.5600E3	
10	-4.8611E0	1.1671E-1	8.8379E-1	1.7400E3	
11	-4.8547E0	1.2107E-1	8.8371E-1	1.9200E3	
12	-4.8639E0	1.1487E-1	8.8370E-1	2.1000E3	
13	-4.8942E0	9.4531E-2	8.8363E-1	2.2800E3	
14	-4.8824E0	1.0247E-1	8.8352E-1	2.4600E3	
15	-4.8505E0	1.2389E-1	8.8346E-1	2.6400E3	
16	-4.8706E0	1.1036E-1	8.8343E-1	2.8200E3	
17	-4.8913E0	9.6478E-2	8.8323E-1	3.0000E3	
18	-4.8859E0	1.0006E-1	8.8315E-1	3.1800E3	
19	-4.8985E0	9.1611E-2	8.8318E-1	3.3600E3	
20	-4.8984E0	9.1713E-2	8.8307E-1	3.5400E3	
21	-4.8721E0	1.0939E-1	8.8297E-1	3.7200E3	
22	-4.8813E0	1.0319E-1	8.8292E-1	3.9000E3	
23	-4.9136E0	8.1467E-2	8.8277E-1	4.0800E3	
24	-4.8930E0	9.5351E-2	8.8274E-1	4.2600E3	
25	-4.9059E0	8.6642E-2	8.8251E-1	4.4400E3	
26	-4.8988E0	9.1406E-2	8.8250E-1	4.6200E3	
27	-4.9281E0	7.1785E-2	8.8236E-1	4.8000E3	
28	-4.9239E0	7.4603E-2	8.8227E-1	4.9800E3	
29	-4.8969E0	9.2687E-2	8.8216E-1	5.1600E3	
30	-4.8795E0	1.0437E-1	8.8214E-1	5.3400E3	
31	-4.9055E0	8.6949E-2	8.8198E-1	5.5200E3	
32	-4.9197E0	7.7420E-2	8.8184E-1	5.7000E3	
33	-4.9136E0	8.1519E-2	8.8169E-1	5.8800E3	
34	-4.9277E0	7.1990E-2	8.8156E-1	6.0600E3	
35	-4.9176E0	7.8804E-2	8.8147E-1	6.2400E3	
36	-4.8819E0	1.0278E-1	8.8137E-1	6.4200E3	
37	-4.8968E0	9.2789E-2	8.8130E-1	6.6000E3	
38	-4.8969E0	9.2687E-2	8.8122E-1	6.7800E3	
39	-4.9112E0	8.3107E-2	8.8104E-1	6.9600E3	
40	-4.8621E0	1.1605E-1	8.8095E-1	7.1400E3	
41	-4.8691E0	1.1139E-1	8.8079E-1	7.3200E3	
42	-4.8636E0	1.1507E-1	8.8066E-1	7.5000E3	
43	-4.8606E0	1.1707E-1	8.8052E-1	7.6800E3	
44	-4.8747E0	1.0759E-1	8.8046E-1	7.8600E3	
45	-4.8807E0	1.0360E-1	8.8040E-1	8.0400E3	
46	-4.8850E0	1.0068E-1	8.8023E-1	8.2200E3	
47	-4.9024E0	8.8998E-2	8.8012E-1	8.4000E3	
48	-4.8953E0	9.3763E-2	8.7994E-1	8.5800E3	
49	-4.8949E0	9.4070E-2	8.7983E-1	8.7600E3	
50	-4.8659E0	1.1354E-1	8.7966E-1	8.9400E3	
51	-4.8458E0	1.2701E-1	8.7955E-1	9.1200E3	
52	-4.8807E0	1.0360E-1	8.7940E-1	9.3000E3	
53	-4.8662E0	1.1333E-1	8.7936E-1	9.4800E3	
54	-4.8703E0	1.1057E-1	8.7928E-1	9.6600E3	
55	-4.8690E0	1.1144E-1	8.7911E-1	9.8400E3	
56	-4.8837E0	1.0155E-1	8.7886E-1	1.0020E4	
57	-4.8940E0	9.4633E-2	8.7886E-1	1.0200E4	
58	-4.8956E0	9.3609E-2	8.7870E-1	1.0380E4	
59	-4.9007E0	9.0176E-2	8.7863E-1	1.0560E4	
