point 001
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-5.6298E0	-1.3998E-2	8.8271E-1	1.2000E2	
2	-5.6309E0	-1.4716E-2	8.8379E-1	3.0000E2	
3	-5.5756E0	2.2374E-2	8.8387E-1	4.8000E2	
4	-5.5901E0	1.2641E-2	8.8393E-1	6.6000E2	
5	-5.6020E0	4.6491E-3	8.8394E-1	8.4000E2	
6	-5.6045E0	3.0098E-3	8.8402E-1	1.0200E3	
7	-5.5999E0	6.0835E-3	8.8401E-1	1.2000E3	
8	-5.5816E0	1.8379E-2	8.8394E-1	1.3800E3	
9	-5.5896E0	1.2999E-2	8.8385E-1	1.5600E3	
10	-5.5982E0	7.2106E-3	8.8388E-1	1.7400E3	
11	-5.6087E0	1.9214E-4	8.8378E-1	1.9200E3	
12	-5.5608E0	3.2364E-2	8.8365E-1	2.1000E3	
13	-5.5691E0	2.6780E-2	8.8369E-1	2.2800E3	
14	-5.5846E0	1.6329E-2	8.8358E-1	2.4600E3	
15	-5.5779E0	2.0889E-2	8.8354E-1	2.6400E3	
16	-5.5938E0	1.0182E-2	8.8346E-1	2.8200E3	
17	-5.5554E0	3.5950E-2	8.8336E-1	3.0000E3	
18	-5.5408E0	4.5735E-2	8.8341E-1	3.1800E3	
19	-5.5394E0	4.6708E-2	8.8327E-1	3.3600E3	
20	-5.5750E0	2.2784E-2	8.8320E-1	3.5400E3	
21	-5.5607E0	3.2415E-2	8.8307E-1	3.7200E3	
22	-5.5563E0	3.5387E-2	8.8306E-1	3.9000E3	
23	-5.5359E0	4.9065E-2	8.8292E-1	4.0800E3	
24	-5.5608E0	3.2313E-2	8.8292E-1	4.2600E3	
25	-5.5393E0	4.6760E-2	8.8271E-1	4.4400E3	
26	-5.5579E0	3.4311E-2	8.8264E-1	4.6200E3	
27	-5.5401E0	4.6247E-2	8.8249E-1	4.8000E3	
28	-5.5252E0	5.6237E-2	8.8245E-1	4.9800E3	
29	-5.5402E0	4.6145E-2	8.8235E-1	5.1600E3	
30	-5.5417E0	4.5171E-2	8.8228E-1	5.3400E3	
31	-5.5331E0	5.0909E-2	8.8216E-1	5.5200E3	
32	-5.5253E0	5.6186E-2	8.8195E-1	5.7000E3	
33	-5.5214E0	5.8798E-2	8.8193E-1	5.8800E3	
34	-5.5176E0	6.1360E-2	8.8176E-1	6.0600E3	
35	-5.5293E0	5.3471E-2	8.8170E-1	6.2400E3	
36	-5.5130E0	6.4434E-2	8.8164E-1	6.4200E3	
37	-5.5085E0	6.7456E-2	8.8148E-1	6.6000E3	
38	-5.5288E0	5.3829E-2	8.8136E-1	6.7800E3	
39	-5.5360E0	4.8962E-2	8.8125E-1	6.9600E3	
40	-5.5264E0	5.5417E-2	8.8120E-1	7.1400E3	
41	-5.5096E0	6.6688E-2	8.8103E-1	7.3200E3	
42	-5.5344E0	5.0090E-2	8.8098E-1	7.5000E3	
43	-5.5301E0	5.2958E-2	8.8091E-1	7.6800E3	
44	-5.5048E0	6.9915E-2	8.8076E-1	7.8600E3	
45	-5.4987E0	7.4065E-2	8.8053E-1	8.0400E3	
46	-5.4993E0	7.3655E-2	8.8052E-1	8.2200E3	
47	-5.5015E0	7.2169E-2	8.8041E-1	8.4000E3	
48	-5.5042E0	7.0376E-2	8.8017E-1	8.5800E3	
49	-5.5061E0	6.9096E-2	8.8005E-1	8.7600E3	
50	-5.4971E0	7.5089E-2	8.7995E-1	8.9400E3	
51	-5.4938E0	7.7344E-2	8.7986E-1	9.1200E3	
52	-5.5017E0	7.2016E-2	8.7981E-1	9.3000E3	
53	-5.4949E0	7.6575E-2	8.7969E-1	9.4800E3	
54	-5.4797E0	8.6770E-2	8.7953E-1	9.6600E3	
55	-5.4733E0	9.1124E-2	8.7932E-1	9.8400E3	
56	-5.4802E0	8.6462E-2	8.7931E-1	1.0020E4	
57	-5.4692E0	9.3839E-2	8.7915E-1	1.0200E4	
58	-5.4832E0	8.4413E-2	8.7896E-1	1.0380E4	
59	-5.4809E0	8.6001E-2	8.7887E-1	1.0560E4	
60	-5.4828E0	8.4721E-2	8.7871E-1	1.0740E4	
61	-5.4707E0	9.2815E-2	8.7863E-1	1.0920E4	
62	-5.4587E0	1.0091E-1	8.7856E-1	1.1100E4	
63	-5.4760E0	8.9280E-2	8.7837E-1	1.1280E4	
64	-5.4731E0	9.1227E-2	8.7828E-1	1.1460E4	
65	-5.4569E0	1.0209E-1	8.7812E-1	1.1640E4	
66	-5.4639E0	9.7425E-2	8.7804E-1	1.1820E4	
67	-5.4645E0	9.7016E-2	8.7786E-1	1.2000E4	
68	-5.4477E0	1.0829E-1	8.7775E-1	1.2180E4	
69	-5.4463E0	1.0921E-1	8.7764E-1	1.2360E4	
70	-5.4399E0	1.1351E-1	8.7752E-1	1.2540E4	
71	-5.4382E0	1.1469E-1	8.7733E-1	1.2720E4	
72	-5.4538E0	1.0419E-1	8.7722E-1	1.2900E4	
73	-5.4166E0	1.2919E-1	8.7713E-1	1.3080E4	
74	-5.4008E0	1.3974E-1	8.7700E-1	1.3260E4	
75	-5.4172E0	1.2878E-1	8.7683E-1	1.3440E4	
76	-5.4137E0	1.3108E-1	8.7670E-1	1.3620E4	
77	-5.4124E0	1.3195E-1	8.7663E-1	1.3800E4	
78	-5.4108E0	1.3308E-1	8.7642E-1	1.3980E4	
79	-5.4151E0	1.3016E-1	8.7628E-1	1.4160E4	
80	-5.4147E0	1.3042E-1	8.7632E-1	1.4340E4	
81	-5.4198E0	1.2698E-1	8.7603E-1	1.4520E4	
82	-5.4156E0	1.2985E-1	8.7594E-1	1.4700E4	
83	-5.4005E0	1.3995E-1	8.7576E-1	1.4880E4	
84	-5.4337E0	1.1771E-1	8.7562E-1	1.5060E4	
85	-5.4417E0	1.1228E-1	8.7559E-1	1.5240E4	
86	-5.3112E0	1.9994E-1	8.7537E-1	1.5420E4	
87	-5.1828E0	2.8615E-1	8.7524E-1	1.5600E4	
88	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
89	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
90	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
91	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
92	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
93	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
94	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
95	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
96	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
97	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
98	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
99	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
100	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
101	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
102	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
103	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
104	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
105	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
106	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
107	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
108	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
109	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
110	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
111	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
112	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
113	-5.0977E0	3.4327E-1	8.7513E-1	1.5780E4	
