;Def;Force 
0;-2.744100000000001e-10;134.0541932715496
1;-2.6576e-10;102.7504091524327
2;-2.4806000000000007e-10;44.48162546360382
3;4.715000000000001e-10;-479.92684861174604
4;4.823999999999999e-10;-463.45496964045986
5;9.511e-10;-62.47417387515395
