point 043
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-7.9681E-1	-3.9623E-1	5.7972E0	1.2000E2	
2	-7.9582E-1	1.0757E0	5.7958E0	2.3400E3	
3	-7.9842E-1	-2.7740E0	5.7932E0	4.5600E3	
4	-7.9872E-1	-3.2269E0	5.7900E0	6.7800E3	
5	-7.9781E-1	-1.8682E0	5.7867E0	9.0000E3	
6	-7.9712E-1	-8.4914E-1	5.7832E0	1.1220E4	
7	-7.9918E-1	-3.9062E0	5.7794E0	1.3440E4	
8	-7.9628E-1	3.9635E-1	5.7754E0	1.5660E4	
9	-7.9666E-1	-1.6978E-1	5.7715E0	1.7880E4	
10	-7.9742E-1	-1.3020E0	5.7674E0	2.0100E4	
11	-7.9781E-1	-1.8682E0	5.7632E0	2.2320E4	
12	-7.9613E-1	6.2280E-1	5.7590E0	2.4540E4	
13	-7.9651E-1	5.6668E-2	5.7547E0	2.6760E4	
14	-7.9422E-1	3.4534E0	5.7503E0	2.8980E4	
15	-7.9460E-1	2.8873E0	5.7460E0	3.1200E4	
16	-7.9689E-1	-5.0946E-1	5.7414E0	3.3420E4	
17	-7.9453E-1	3.0005E0	5.7368E0	3.5640E4	
18	-7.9704E-1	-7.3591E-1	5.7324E0	3.7860E4	
19	-7.9597E-1	8.4925E-1	5.7279E0	4.0080E4	
20	-7.9681E-1	-3.9623E-1	5.7232E0	4.2300E4	
21	-7.9361E-1	4.3592E0	5.7187E0	4.4520E4	
22	-7.9453E-1	3.0005E0	5.7140E0	4.6740E4	
23	-7.9590E-1	9.6247E-1	5.7093E0	4.8960E4	
24	-7.9399E-1	3.7931E0	5.7046E0	5.1180E4	
25	-7.9597E-1	8.4925E-1	5.7000E0	5.3400E4	
26	-7.9453E-1	3.0005E0	5.6953E0	5.5620E4	
27	-7.9605E-1	7.3602E-1	5.6906E0	5.7840E4	
28	-7.9704E-1	-7.3591E-1	5.6858E0	6.0060E4	
29	-7.9613E-1	6.2280E-1	5.6809E0	6.2280E4	
30	-7.9445E-1	3.1138E0	5.6762E0	6.4500E4	
31	-7.9391E-1	3.9063E0	5.6714E0	6.6720E4	
32	-7.9384E-1	4.0196E0	5.6666E0	6.8940E4	
33	-7.9582E-1	1.0757E0	5.6619E0	7.1160E4	
34	-7.9460E-1	2.8873E0	5.6569E0	7.3380E4	
35	-7.9361E-1	4.3592E0	5.6521E0	7.5600E4	
36	-7.9315E-1	5.0386E0	5.6472E0	7.7820E4	
37	-7.9422E-1	3.4534E0	5.6424E0	8.0040E4	
38	-7.9422E-1	3.4534E0	5.6376E0	8.2260E4	
39	-7.9796E-1	-2.0946E0	5.6325E0	8.4480E4	
40	-7.9430E-1	3.3402E0	5.6277E0	8.6700E4	
41	-7.9536E-1	1.7551E0	5.6227E0	8.8920E4	
42	-7.9384E-1	4.0196E0	5.6179E0	9.1140E4	
43	-7.9231E-1	6.2841E0	5.6129E0	9.3360E4	
44	-7.9292E-1	5.3783E0	5.6080E0	9.5580E4	
45	-7.9323E-1	4.9254E0	5.6029E0	9.7800E4	
46	-7.9254E-1	5.9444E0	5.5981E0	1.0002E5	
47	-7.9063E-1	8.7751E0	5.5931E0	1.0224E5	
48	-7.9124E-1	7.8692E0	5.5881E0	1.0446E5	
49	-7.9369E-1	4.2460E0	5.5832E0	1.0668E5	
50	-7.9178E-1	7.0767E0	5.5781E0	1.0890E5	
51	-7.9239E-1	6.1709E0	5.5732E0	1.1112E5	
52	-7.9002E-1	9.6809E0	5.5681E0	1.1334E5	
53	-7.9247E-1	6.0576E0	5.5631E0	1.1556E5	
54	-7.9109E-1	8.0957E0	5.5581E0	1.1778E5	
55	-7.9086E-1	8.4354E0	5.5531E0	1.2000E5	
56	-7.9094E-1	8.3221E0	5.5481E0	1.2222E5	
57	-7.9056E-1	8.8883E0	5.5429E0	1.2444E5	
58	-7.8995E-1	9.7941E0	5.5379E0	1.2666E5	
59	-7.8896E-1	1.1266E1	5.5329E0	1.2888E5	
60	-7.8964E-1	1.0247E1	5.5277E0	1.3110E5	
61	-7.8995E-1	9.7941E0	5.5227E0	1.3332E5	
62	-7.8766E-1	1.3191E1	5.5177E0	1.3554E5	
63	-7.9063E-1	8.7751E0	5.5125E0	1.3776E5	
64	-7.8773E-1	1.3078E1	5.5074E0	1.3998E5	
65	-7.8896E-1	1.1266E1	5.5023E0	1.4220E5	
66	-7.8720E-1	1.3870E1	5.4971E0	1.4442E5	
