point 214
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-8.3191E-1	7.0770E-1	5.4441E0	1.2000E2	
2	-8.3336E-1	-1.4436E0	5.4427E0	2.3400E3	
3	-8.2970E-1	3.9912E0	5.4401E0	4.5600E3	
4	-8.3252E-1	-1.9810E-1	5.4369E0	6.7800E3	
5	-8.3199E-1	5.9448E-1	5.4334E0	9.0000E3	
6	-8.3321E-1	-1.2171E0	5.4298E0	1.1220E4	
7	-8.2993E-1	3.6516E0	5.4261E0	1.3440E4	
8	-8.3183E-1	8.2093E-1	5.4221E0	1.5660E4	
9	-8.3160E-1	1.1606E0	5.4180E0	1.7880E4	
10	-8.3092E-1	2.1796E0	5.4139E0	2.0100E4	
11	-8.2855E-1	5.6896E0	5.4097E0	2.2320E4	
12	-8.3168E-1	1.0474E0	5.4054E0	2.4540E4	
13	-8.3206E-1	4.8125E-1	5.4012E0	2.6760E4	
14	-8.3023E-1	3.1987E0	5.3967E0	2.8980E4	
15	-8.3107E-1	1.9532E0	5.3923E0	3.1200E4	
16	-8.2901E-1	5.0103E0	5.3879E0	3.3420E4	
17	-8.3069E-1	2.5193E0	5.3834E0	3.5640E4	
18	-8.3015E-1	3.3119E0	5.3789E0	3.7860E4	
19	-8.3023E-1	3.1987E0	5.3743E0	4.0080E4	
20	-8.3031E-1	3.0854E0	5.3697E0	4.2300E4	
21	-8.2985E-1	3.7648E0	5.3651E0	4.4520E4	
22	-8.2909E-1	4.8971E0	5.3604E0	4.6740E4	
23	-8.3084E-1	2.2929E0	5.3558E0	4.8960E4	
24	-8.2794E-1	6.5954E0	5.3511E0	5.1180E4	
25	-8.2863E-1	5.5764E0	5.3464E0	5.3400E4	
26	-8.2863E-1	5.5764E0	5.3417E0	5.5620E4	
27	-8.3046E-1	2.8590E0	5.3370E0	5.7840E4	
28	-8.3000E-1	3.5383E0	5.3322E0	6.0060E4	
29	-8.2977E-1	3.8780E0	5.3274E0	6.2280E4	
30	-8.2909E-1	4.8971E0	5.3226E0	6.4500E4	
31	-8.2832E-1	6.0293E0	5.3179E0	6.6720E4	
32	-8.2909E-1	4.8971E0	5.3130E0	6.8940E4	
33	-8.2977E-1	3.8780E0	5.3082E0	7.1160E4	
34	-8.2863E-1	5.5764E0	5.3034E0	7.3380E4	
35	-8.2848E-1	5.8029E0	5.2986E0	7.5600E4	
36	-8.2901E-1	5.0103E0	5.2937E0	7.7820E4	
37	-8.2695E-1	8.0674E0	5.2889E0	8.0040E4	
38	-8.2626E-1	9.0864E0	5.2838E0	8.2260E4	
39	-8.2634E-1	8.9732E0	5.2791E0	8.4480E4	
40	-8.2741E-1	7.3880E0	5.2741E0	8.6700E4	
41	-8.2741E-1	7.3880E0	5.2693E0	8.8920E4	
42	-8.2695E-1	8.0674E0	5.2643E0	9.1140E4	
43	-8.2481E-1	1.1238E1	5.2595E0	9.3360E4	
44	-8.2680E-1	8.2938E0	5.2544E0	9.5580E4	
45	-8.2489E-1	1.1124E1	5.2495E0	9.7800E4	
46	-8.2550E-1	1.0219E1	5.2447E0	1.0002E5	
47	-8.2237E-1	1.4861E1	5.2395E0	1.0224E5	
48	-8.2611E-1	9.3129E0	5.2346E0	1.0446E5	
49	-8.2558E-1	1.0105E1	5.2296E0	1.0668E5	
50	-8.2451E-1	1.1691E1	5.2246E0	1.0890E5	
51	-8.2283E-1	1.4182E1	5.2195E0	1.1112E5	
52	-8.2581E-1	9.7658E0	5.2146E0	1.1334E5	
53	-8.2352E-1	1.3163E1	5.2095E0	1.1556E5	
54	-8.2489E-1	1.1124E1	5.2045E0	1.1778E5	
55	-8.2199E-1	1.5427E1	5.1996E0	1.2000E5	
56	-8.2375E-1	1.2823E1	5.1945E0	1.2222E5	
57	-8.2375E-1	1.2823E1	5.1895E0	1.2444E5	
58	-8.2367E-1	1.2936E1	5.1844E0	1.2666E5	
59	-8.2283E-1	1.4182E1	5.1793E0	1.2888E5	
60	-8.2306E-1	1.3842E1	5.1743E0	1.3110E5	
61	-8.2375E-1	1.2823E1	5.1692E0	1.3332E5	
62	-8.2298E-1	1.3955E1	5.1641E0	1.3554E5	
63	-8.2169E-1	1.5880E1	5.1590E0	1.3776E5	
64	-8.2283E-1	1.4182E1	5.1540E0	1.3998E5	
65	-8.2222E-1	1.5087E1	5.1489E0	1.4220E5	
66	-8.2176E-1	1.5767E1	5.1436E0	1.4442E5	
67	-8.2344E-1	1.3276E1	5.1387E0	1.4664E5	
68	-8.2092E-1	1.7012E1	5.1335E0	1.4886E5	
69	-8.2092E-1	1.7012E1	5.1283E0	1.5108E5	
70	-8.2008E-1	1.8258E1	5.1232E0	1.5330E5	
71	-8.1902E-1	1.9843E1	5.1181E0	1.5552E5	
72	-8.1985E-1	1.8597E1	5.1128E0	1.5774E5	
73	-8.2024E-1	1.8031E1	5.1077E0	1.5996E5	
74	-8.2138E-1	1.6333E1	5.1025E0	1.6218E5	
75	-8.1909E-1	1.9730E1	5.0974E0	1.6440E5	
76	-8.2001E-1	1.8371E1	5.0922E0	1.6662E5	
77	-8.2062E-1	1.7465E1	5.0870E0	1.6884E5	
78	-8.2146E-1	1.6220E1	5.0818E0	1.7106E5	
79	-8.1924E-1	1.9503E1	5.0766E0	1.7328E5	
80	-8.2062E-1	1.7465E1	5.0715E0	1.7550E5	
81	-8.1787E-1	2.1541E1	5.0662E0	1.7772E5	
82	-8.1879E-1	2.0183E1	5.0610E0	1.7994E5	
83	-8.2031E-1	1.7918E1	5.0557E0	1.8216E5	
84	-8.1993E-1	1.8484E1	5.0505E0	1.8438E5	
85	-8.1718E-1	2.2560E1	5.0453E0	1.8660E5	
86	-8.1917E-1	1.9616E1	5.0400E0	1.8882E5	
87	-8.1940E-1	1.9277E1	5.0348E0	1.9104E5	
88	-8.1810E-1	2.1202E1	5.0296E0	1.9326E5	
89	-8.2001E-1	1.8371E1	5.0243E0	1.9548E5	
90	-8.1833E-1	2.0862E1	5.0190E0	1.9770E5	
91	-8.1757E-1	2.1994E1	5.0138E0	1.9992E5	
92	-8.1810E-1	2.1202E1	5.0085E0	2.0214E5	
93	-8.1680E-1	2.3126E1	5.0032E0	2.0436E5	
94	-8.1688E-1	2.3013E1	4.9979E0	2.0658E5	
95	-8.1741E-1	2.2221E1	4.9927E0	2.0880E5	
