point 176
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-8.1367E-1	3.3972E-1	5.3743E0	1.2000E2	
2	-8.1360E-1	4.5294E-1	5.3729E0	2.3400E3	
3	-8.1291E-1	1.4720E0	5.3701E0	4.5600E3	
4	-8.1367E-1	3.3972E-1	5.3670E0	6.7800E3	
5	-8.1551E-1	-2.3777E0	5.3637E0	9.0000E3	
6	-8.1337E-1	7.9262E-1	5.3599E0	1.1220E4	
7	-8.1573E-1	-2.7174E0	5.3562E0	1.3440E4	
8	-8.1314E-1	1.1323E0	5.3522E0	1.5660E4	
9	-8.1215E-1	2.6042E0	5.3482E0	1.7880E4	
10	-8.1146E-1	3.6233E0	5.3440E0	2.0100E4	
11	-8.1360E-1	4.5294E-1	5.3399E0	2.2320E4	
12	-8.1406E-1	-2.2641E-1	5.3356E0	2.4540E4	
13	-8.1223E-1	2.4910E0	5.3313E0	2.6760E4	
14	-8.1360E-1	4.5294E-1	5.3269E0	2.8980E4	
15	-8.1154E-1	3.5100E0	5.3226E0	3.1200E4	
16	-8.1017E-1	5.5481E0	5.3180E0	3.3420E4	
17	-8.0894E-1	7.3597E0	5.3136E0	3.5640E4	
18	-8.1039E-1	5.2084E0	5.3090E0	3.7860E4	
19	-8.1070E-1	4.7555E0	5.3044E0	4.0080E4	
20	-8.1284E-1	1.5852E0	5.2998E0	4.2300E4	
21	-8.1161E-1	3.3968E0	5.2952E0	4.4520E4	
22	-8.1192E-1	2.9439E0	5.2905E0	4.6740E4	
23	-8.1184E-1	3.0571E0	5.2858E0	4.8960E4	
24	-8.0994E-1	5.8878E0	5.2812E0	5.1180E4	
25	-8.1245E-1	2.1513E0	5.2766E0	5.3400E4	
26	-8.1337E-1	7.9262E-1	5.2718E0	5.5620E4	
27	-8.0902E-1	7.2465E0	5.2670E0	5.7840E4	
28	-8.0994E-1	5.8878E0	5.2622E0	6.0060E4	
29	-8.0780E-1	9.0581E0	5.2575E0	6.2280E4	
30	-8.0795E-1	8.8316E0	5.2526E0	6.4500E4	
31	-8.0948E-1	6.5671E0	5.2480E0	6.6720E4	
32	-8.0841E-1	8.1523E0	5.2432E0	6.8940E4	
33	-8.0734E-1	9.7375E0	5.2383E0	7.1160E4	
34	-8.0902E-1	7.2465E0	5.2335E0	7.3380E4	
35	-8.0879E-1	7.5862E0	5.2286E0	7.5600E4	
36	-8.0887E-1	7.4729E0	5.2238E0	7.7820E4	
37	-8.0864E-1	7.8126E0	5.2189E0	8.0040E4	
38	-8.0788E-1	8.9449E0	5.2140E0	8.2260E4	
39	-8.0566E-1	1.2228E1	5.2091E0	8.4480E4	
40	-8.0841E-1	8.1523E0	5.2042E0	8.6700E4	
41	-8.0917E-1	7.0200E0	5.1993E0	8.8920E4	
42	-8.0666E-1	1.0756E1	5.1944E0	9.1140E4	
43	-8.0833E-1	8.2655E0	5.1894E0	9.3360E4	
44	-8.0688E-1	1.0417E1	5.1845E0	9.5580E4	
45	-8.0795E-1	8.8316E0	5.1795E0	9.7800E4	
46	-8.0750E-1	9.5110E0	5.1746E0	1.0002E5	
47	-8.0559E-1	1.2342E1	5.1696E0	1.0224E5	
48	-8.0475E-1	1.3587E1	5.1647E0	1.0446E5	
49	-8.0536E-1	1.2681E1	5.1597E0	1.0668E5	
50	-8.0780E-1	9.0581E0	5.1547E0	1.0890E5	
51	-8.0582E-1	1.2002E1	5.1497E0	1.1112E5	
52	-8.0727E-1	9.8507E0	5.1446E0	1.1334E5	
53	-8.0597E-1	1.1776E1	5.1396E0	1.1556E5	
54	-8.0391E-1	1.4833E1	5.1346E0	1.1778E5	
55	-8.0605E-1	1.1662E1	5.1295E0	1.2000E5	
56	-8.0505E-1	1.3134E1	5.1245E0	1.2222E5	
57	-8.0391E-1	1.4833E1	5.1195E0	1.2444E5	
58	-8.0467E-1	1.3700E1	5.1144E0	1.2666E5	
59	-8.0620E-1	1.1436E1	5.1093E0	1.2888E5	
60	-8.0673E-1	1.0643E1	5.1044E0	1.3110E5	
61	-8.0521E-1	1.2908E1	5.0992E0	1.3332E5	
62	-8.0635E-1	1.1209E1	5.0941E0	1.3554E5	
63	-8.0513E-1	1.3021E1	5.0891E0	1.3776E5	
64	-8.0711E-1	1.0077E1	5.0840E0	1.3998E5	
65	-8.0475E-1	1.3587E1	5.0789E0	1.4220E5	
66	-8.0338E-1	1.5625E1	5.0737E0	1.4442E5	
67	-8.0460E-1	1.3814E1	5.0686E0	1.4664E5	
68	-8.0528E-1	1.2795E1	5.0635E0	1.4886E5	
69	-8.0368E-1	1.5172E1	5.0584E0	1.5108E5	
70	-8.0429E-1	1.4266E1	5.0532E0	1.5330E5	
71	-8.0559E-1	1.2342E1	5.0481E0	1.5552E5	
72	-8.0467E-1	1.3700E1	5.0430E0	1.5774E5	
73	-8.0528E-1	1.2795E1	5.0378E0	1.5996E5	
74	-8.0345E-1	1.5512E1	5.0326E0	1.6218E5	
75	-8.0406E-1	1.4606E1	5.0274E0	1.6440E5	
76	-8.0330E-1	1.5738E1	5.0222E0	1.6662E5	
77	-8.0353E-1	1.5399E1	5.0170E0	1.6884E5	
78	-8.0376E-1	1.5059E1	5.0118E0	1.7106E5	
79	-8.0406E-1	1.4606E1	5.0067E0	1.7328E5	
80	-8.0185E-1	1.7890E1	5.0015E0	1.7550E5	
81	-8.0429E-1	1.4266E1	4.9962E0	1.7772E5	
82	-8.0368E-1	1.5172E1	4.9911E0	1.7994E5	
83	-8.0429E-1	1.4266E1	4.9859E0	1.8216E5	
84	-8.0193E-1	1.7776E1	4.9806E0	1.8438E5	
85	-8.0254E-1	1.6871E1	4.9753E0	1.8660E5	
86	-8.0078E-1	1.9475E1	4.9701E0	1.8882E5	
87	-8.0040E-1	2.0041E1	4.9649E0	1.9104E5	
88	-8.0200E-1	1.7663E1	4.9596E0	1.9326E5	
89	-8.0116E-1	1.8909E1	4.9543E0	1.9548E5	
90	-8.0086E-1	1.9362E1	4.9491E0	1.9770E5	
91	-8.0154E-1	1.8343E1	4.9439E0	1.9992E5	
92	-8.0017E-1	2.0381E1	4.9386E0	2.0214E5	
93	-8.0055E-1	1.9815E1	4.9332E0	2.0436E5	
94	-8.0109E-1	1.9022E1	4.9280E0	2.0658E5	
95	-7.9933E-1	2.1626E1	4.9227E0	2.0880E5	
96	-8.0093E-1	1.9248E1	4.9173E0	2.1102E5	
97	-8.0055E-1	1.9815E1	4.9121E0	2.1324E5	
98	-8.0017E-1	2.0381E1	4.9068E0	2.1546E5	
99	-8.0162E-1	1.8229E1	4.9014E0	2.1768E5	
100	-7.9926E-1	2.1739E1	4.8961E0	2.1990E5	
101	-7.9720E-1	2.4796E1	4.8908E0	2.2212E5	
102	-7.9933E-1	2.1626E1	4.8855E0	2.2434E5	
103	-7.9781E-1	2.3891E1	4.8802E0	2.2656E5	
104	-7.9956E-1	2.1286E1	4.8748E0	2.2878E5	
105	-7.9971E-1	2.1060E1	4.8695E0	2.3100E5	
106	-7.9948E-1	2.1400E1	4.8642E0	2.3322E5	
107	-7.9826E-1	2.3211E1	4.8587E0	2.3544E5	
108	-8.0040E-1	2.0041E1	4.8533E0	2.3766E5	
109	-8.0048E-1	1.9928E1	4.8481E0	2.3988E5	
110	-7.9788E-1	2.3777E1	4.8426E0	2.4210E5	
111	-7.9735E-1	2.4570E1	4.8373E0	2.4432E5	
112	-7.9933E-1	2.1626E1	4.8319E0	2.4654E5	
113	-7.9590E-1	2.6721E1	4.8264E0	2.4876E5	
114	-7.9765E-1	2.4117E1	4.8211E0	2.5098E5	
115	-7.9529E-1	2.7627E1	4.8157E0	2.5320E5	
116	-7.9552E-1	2.7287E1	4.8102E0	2.5542E5	
117	-7.9552E-1	2.7287E1	4.8048E0	2.5764E5	
118	-7.9781E-1	2.3891E1	4.7994E0	2.5986E5	
119	-7.9529E-1	2.7627E1	4.7940E0	2.6208E5	
120	-7.9407E-1	2.9439E1	4.7885E0	2.6430E5	
121	-7.9506E-1	2.7967E1	4.7832E0	2.6652E5	
122	-7.9506E-1	2.7967E1	4.7777E0	2.6874E5	
123	-7.9659E-1	2.5702E1	4.7722E0	2.7096E5	
124	-7.9224E-1	3.2156E1	4.7668E0	2.7318E5	
125	-7.9544E-1	2.7401E1	4.7612E0	2.7540E5	
126	-7.9315E-1	3.0797E1	4.7558E0	2.7762E5	
127	-7.9460E-1	2.8646E1	4.7504E0	2.7984E5	
128	-7.9102E-1	3.3968E1	4.7449E0	2.8206E5	
129	-7.9414E-1	2.9326E1	4.7394E0	2.8428E5	
130	-7.9521E-1	2.7740E1	4.7338E0	2.8650E5	
131	-7.9391E-1	2.9665E1	4.7284E0	2.8872E5	
132	-7.9498E-1	2.8080E1	4.7229E0	2.9094E5	
133	-7.9292E-1	3.1137E1	4.7174E0	2.9316E5	
134	-7.9292E-1	3.1137E1	4.7119E0	2.9538E5	
135	-7.9285E-1	3.1250E1	4.7064E0	2.9760E5	
136	-7.9117E-1	3.3741E1	4.7008E0	2.9982E5	
137	-7.9239E-1	3.1930E1	4.6953E0	3.0204E5	
138	-7.9224E-1	3.2156E1	4.6899E0	3.0426E5	
139	-7.9109E-1	3.3855E1	4.6842E0	3.0648E5	
140	-7.9132E-1	3.3515E1	4.6786E0	3.0870E5	
141	-7.9185E-1	3.2722E1	4.6732E0	3.1092E5	
142	-7.9193E-1	3.2609E1	4.6676E0	3.1314E5	
143	-7.9163E-1	3.3062E1	4.6621E0	3.1536E5	
144	-7.9468E-1	2.8533E1	4.6565E0	3.1758E5	
145	-7.9063E-1	3.4534E1	4.6508E0	3.1980E5	
146	-7.9193E-1	3.2609E1	4.6454E0	3.2202E5	
147	-7.9132E-1	3.3515E1	4.6398E0	3.2424E5	
148	-7.8995E-1	3.5553E1	4.6341E0	3.2646E5	
149	-7.9010E-1	3.5326E1	4.6285E0	3.2868E5	
150	-7.9369E-1	3.0005E1	4.6229E0	3.3090E5	
151	-7.9124E-1	3.3628E1	4.6173E0	3.3312E5	
152	-7.9300E-1	3.1024E1	4.6118E0	3.3534E5	
153	-7.9002E-1	3.5440E1	4.6061E0	3.3756E5	
154	-7.9033E-1	3.4987E1	4.6005E0	3.3978E5	
155	-7.9002E-1	3.5440E1	4.5949E0	3.4200E5	
156	-7.8766E-1	3.8950E1	4.5893E0	3.4422E5	
157	-7.9018E-1	3.5213E1	4.5836E0	3.4644E5	
158	-7.8941E-1	3.6346E1	4.5780E0	3.4866E5	
159	-7.9025E-1	3.5100E1	4.5723E0	3.5088E5	
160	-7.8903E-1	3.6912E1	4.5667E0	3.5310E5	
161	-7.8827E-1	3.8044E1	4.5611E0	3.5532E5	
162	-7.8903E-1	3.6912E1	4.5554E0	3.5754E5	
163	-7.8957E-1	3.6119E1	4.5496E0	3.5976E5	
164	-7.8934E-1	3.6459E1	4.5440E0	3.6198E5	
165	-7.8957E-1	3.6119E1	4.5384E0	3.6420E5	
166	-7.8995E-1	3.5553E1	4.5326E0	3.6642E5	
167	-7.8751E-1	3.9176E1	4.5270E0	3.6864E5	
168	-7.8918E-1	3.6685E1	4.5213E0	3.7086E5	
169	-7.8934E-1	3.6459E1	4.5157E0	3.7308E5	
170	-7.8781E-1	3.8723E1	4.5099E0	3.7530E5	
171	-7.8773E-1	3.8836E1	4.5041E0	3.7752E5	
172	-7.8583E-1	4.1667E1	4.4985E0	3.7974E5	
173	-7.8873E-1	3.7365E1	4.4928E0	3.8196E5	
174	-7.8621E-1	4.1101E1	4.4871E0	3.8418E5	
175	-7.8751E-1	3.9176E1	4.4813E0	3.8640E5	
176	-7.8499E-1	4.2913E1	4.4756E0	3.8862E5	
177	-7.8621E-1	4.1101E1	4.4700E0	3.9084E5	
178	-7.8568E-1	4.1894E1	4.4641E0	3.9306E5	
179	-7.8674E-1	4.0308E1	4.4584E0	3.9528E5	
180	-7.8606E-1	4.1327E1	4.4526E0	3.9750E5	
181	-7.8697E-1	3.9969E1	4.4469E0	3.9972E5	
182	-7.8522E-1	4.2573E1	4.4412E0	4.0194E5	
183	-7.8400E-1	4.4385E1	4.4354E0	4.0416E5	
184	-7.8613E-1	4.1214E1	4.4296E0	4.0638E5	
185	-7.8293E-1	4.5970E1	4.4238E0	4.0860E5	
186	-7.8362E-1	4.4951E1	4.4181E0	4.1082E5	
187	-7.8400E-1	4.4385E1	4.4122E0	4.1304E5	
188	-7.8270E-1	4.6309E1	4.4065E0	4.1526E5	
189	-7.8125E-1	4.8461E1	4.4007E0	4.1748E5	
190	-7.8285E-1	4.6083E1	4.3948E0	4.1970E5	
191	-7.8247E-1	4.6649E1	4.3891E0	4.2192E5	
192	-7.8484E-1	4.3139E1	4.3833E0	4.2414E5	
193	-7.8308E-1	4.5743E1	4.3775E0	4.2636E5	
194	-7.8346E-1	4.5177E1	4.3716E0	4.2858E5	
195	-7.8171E-1	4.7781E1	4.3658E0	4.3080E5	
196	-7.8300E-1	4.5856E1	4.3600E0	4.3302E5	
197	-7.8201E-1	4.7328E1	4.3542E0	4.3524E5	
198	-7.8308E-1	4.5743E1	4.3484E0	4.3746E5	
199	-7.8117E-1	4.8574E1	4.3426E0	4.3968E5	
200	-7.8209E-1	4.7215E1	4.3367E0	4.4190E5	
201	-7.7950E-1	5.1065E1	4.3308E0	4.4412E5	
202	-7.7820E-1	5.2990E1	4.3250E0	4.4634E5	
203	-7.8011E-1	5.0159E1	4.3192E0	4.4856E5	
204	-7.8171E-1	4.7781E1	4.3133E0	4.5078E5	
205	-7.8232E-1	4.6875E1	4.3075E0	4.5300E5	
206	-7.7858E-1	5.2424E1	4.3015E0	4.5522E5	
207	-7.7957E-1	5.0952E1	4.2957E0	4.5744E5	
208	-7.8064E-1	4.9366E1	4.2898E0	4.5966E5	
209	-7.7873E-1	5.2197E1	4.2840E0	4.6188E5	
210	-7.8064E-1	4.9366E1	4.2780E0	4.6410E5	
211	-7.7866E-1	5.2310E1	4.2722E0	4.6632E5	
212	-7.7980E-1	5.0612E1	4.2662E0	4.6854E5	
213	-7.8156E-1	4.8008E1	4.2604E0	4.7076E5	
214	-7.8026E-1	4.9933E1	4.2544E0	4.7298E5	
215	-7.7843E-1	5.2650E1	4.2484E0	4.7520E5	
216	-7.8041E-1	4.9706E1	4.2425E0	4.7742E5	
217	-7.7812E-1	5.3103E1	4.2366E0	4.7964E5	
218	-7.7835E-1	5.2763E1	4.2309E0	4.8186E5	
219	-7.7744E-1	5.4122E1	4.2248E0	4.8408E5	
220	-7.7652E-1	5.5481E1	4.2189E0	4.8630E5	
221	-7.8217E-1	4.7102E1	4.2130E0	4.8852E5	
222	-7.7652E-1	5.5481E1	4.2071E0	4.9074E5	
223	-7.7469E-1	5.8198E1	4.2011E0	4.9296E5	
224	-7.7888E-1	5.1971E1	4.1952E0	4.9518E5	
225	-7.7728E-1	5.4348E1	4.1894E0	4.9740E5	
226	-7.7553E-1	5.6953E1	4.1832E0	4.9962E5	
227	-7.7827E-1	5.2876E1	4.1774E0	5.0184E5	
228	-7.7423E-1	5.8877E1	4.1713E0	5.0406E5	
229	-7.7583E-1	5.6500E1	4.1654E0	5.0628E5	
230	-7.7744E-1	5.4122E1	4.1594E0	5.0850E5	
231	-7.7553E-1	5.6953E1	4.1534E0	5.1072E5	
232	-7.7744E-1	5.4122E1	4.1475E0	5.1294E5	
233	-7.7553E-1	5.6953E1	4.1416E0	5.1516E5	
234	-7.7454E-1	5.8425E1	4.1357E0	5.1738E5	
235	-7.7629E-1	5.5820E1	4.1296E0	5.1960E5	
236	-7.7667E-1	5.5254E1	4.1235E0	5.2182E5	
237	-7.7621E-1	5.5934E1	4.1176E0	5.2404E5	
238	-7.7538E-1	5.7179E1	4.1116E0	5.2626E5	
239	-7.7461E-1	5.8311E1	4.1055E0	5.2848E5	
240	-7.7393E-1	5.9330E1	4.0995E0	5.3070E5	
241	-7.7583E-1	5.6500E1	4.0936E0	5.3292E5	
242	-7.7324E-1	6.0349E1	4.0875E0	5.3514E5	
243	-7.7538E-1	5.7179E1	4.0814E0	5.3736E5	
244	-7.7446E-1	5.8538E1	4.0754E0	5.3958E5	
245	-7.7286E-1	6.0915E1	4.0694E0	5.4180E5	
246	-7.7431E-1	5.8764E1	4.0633E0	5.4402E5	
247	-7.7309E-1	6.0576E1	4.0573E0	5.4624E5	
248	-7.7103E-1	6.3633E1	4.0513E0	5.4846E5	
249	-7.7461E-1	5.8311E1	4.0453E0	5.5068E5	
250	-7.7248E-1	6.1482E1	4.0392E0	5.5290E5	
251	-7.7148E-1	6.2954E1	4.0332E0	5.5512E5	
252	-7.7255E-1	6.1368E1	4.0271E0	5.5734E5	
253	-7.7118E-1	6.3406E1	4.0210E0	5.5956E5	
254	-7.7286E-1	6.0915E1	4.0150E0	5.6178E5	
255	-7.7187E-1	6.2387E1	4.0089E0	5.6400E5	
256	-7.7171E-1	6.2614E1	4.0029E0	5.6622E5	
257	-7.7255E-1	6.1368E1	3.9968E0	5.6844E5	
258	-7.7026E-1	6.4765E1	3.9906E0	5.7066E5	
259	-7.7095E-1	6.3746E1	3.9845E0	5.7288E5	
260	-7.7080E-1	6.3973E1	3.9785E0	5.7510E5	
261	-7.7141E-1	6.3067E1	3.9724E0	5.7732E5	
262	-7.6950E-1	6.5897E1	3.9664E0	5.7954E5	
263	-7.7065E-1	6.4199E1	3.9601E0	5.8176E5	
264	-7.7095E-1	6.3746E1	3.9541E0	5.8398E5	
265	-7.7019E-1	6.4878E1	3.9479E0	5.8620E5	
266	-7.6920E-1	6.6350E1	3.9419E0	5.8842E5	
267	-7.6675E-1	6.9974E1	3.9358E0	5.9064E5	
268	-7.6912E-1	6.6464E1	3.9297E0	5.9286E5	
269	-7.6958E-1	6.5784E1	3.9235E0	5.9508E5	
270	-7.6996E-1	6.5218E1	3.9174E0	5.9730E5	
271	-7.6645E-1	7.0426E1	3.9112E0	5.9952E5	
272	-7.6805E-1	6.8049E1	3.9051E0	6.0174E5	
273	-7.6752E-1	6.8841E1	3.8991E0	6.0396E5	
