point 072
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-7.8842E-1	4.5296E-1	5.4139E0	1.2000E2	
2	-7.8850E-1	3.3973E-1	5.4125E0	2.3400E3	
3	-7.8766E-1	1.5852E0	5.4098E0	4.5600E3	
4	-7.8613E-1	3.8497E0	5.4067E0	6.7800E3	
5	-7.8857E-1	2.2651E-1	5.4034E0	9.0000E3	
6	-7.8613E-1	3.8497E0	5.3996E0	1.1220E4	
7	-7.8697E-1	2.6042E0	5.3958E0	1.3440E4	
8	-7.8560E-1	4.6423E0	5.3919E0	1.5660E4	
9	-7.8789E-1	1.2455E0	5.3879E0	1.7880E4	
10	-7.8529E-1	5.0952E0	5.3839E0	2.0100E4	
11	-7.8781E-1	1.3588E0	5.3796E0	2.2320E4	
12	-7.8751E-1	1.8117E0	5.3752E0	2.4540E4	
13	-7.8529E-1	5.0952E0	5.3709E0	2.6760E4	
14	-7.8621E-1	3.7365E0	5.3666E0	2.8980E4	
15	-7.8491E-1	5.6613E0	5.3621E0	3.1200E4	
16	-7.8583E-1	4.3026E0	5.3577E0	3.3420E4	
17	-7.8537E-1	4.9820E0	5.3531E0	3.5640E4	
18	-7.8529E-1	5.0952E0	5.3487E0	3.7860E4	
19	-7.8499E-1	5.5481E0	5.3441E0	4.0080E4	
20	-7.8308E-1	8.3788E0	5.3394E0	4.2300E4	
21	-7.8575E-1	4.4159E0	5.3348E0	4.4520E4	
22	-7.8720E-1	2.2646E0	5.3302E0	4.6740E4	
23	-7.8384E-1	7.2465E0	5.3256E0	4.8960E4	
24	-7.8362E-1	7.5862E0	5.3208E0	5.1180E4	
25	-7.8484E-1	5.7746E0	5.3161E0	5.3400E4	
26	-7.8453E-1	6.2275E0	5.3114E0	5.5620E4	
27	-7.8384E-1	7.2465E0	5.3067E0	5.7840E4	
28	-7.8278E-1	8.8317E0	5.3019E0	6.0060E4	
29	-7.8186E-1	1.0190E1	5.2972E0	6.2280E4	
30	-7.8430E-1	6.5671E0	5.2923E0	6.4500E4	
31	-7.8384E-1	7.2465E0	5.2876E0	6.6720E4	
32	-7.8339E-1	7.9259E0	5.2828E0	6.8940E4	
33	-7.8163E-1	1.0530E1	5.2779E0	7.1160E4	
34	-7.8354E-1	7.6994E0	5.2730E0	7.3380E4	
35	-7.8316E-1	8.2655E0	5.2682E0	7.5600E4	
36	-7.8247E-1	9.2846E0	5.2633E0	7.7820E4	
37	-7.8316E-1	8.2655E0	5.2585E0	8.0040E4	
38	-7.8232E-1	9.5110E0	5.2536E0	8.2260E4	
39	-7.8194E-1	1.0077E1	5.2486E0	8.4480E4	
40	-7.8285E-1	8.7184E0	5.2438E0	8.6700E4	
