point 057
Index	Vertical (A-B)	Force	Z Height	Time Stamp	
     	V	nN	?m	?sec	
1	-7.9163E-1	-2.7174E0	5.3943E0	1.2000E2	
2	-7.9071E-1	-1.3587E0	5.3929E0	2.3400E3	
3	-7.9094E-1	-1.6983E0	5.3902E0	4.5600E3	
4	-7.8979E-1	5.5286E-5	5.3871E0	6.7800E3	
5	-7.8857E-1	1.8117E0	5.3836E0	9.0000E3	
6	-7.9056E-1	-1.1322E0	5.3799E0	1.1220E4	
7	-7.9094E-1	-1.6983E0	5.3762E0	1.3440E4	
8	-7.9117E-1	-2.0380E0	5.3722E0	1.5660E4	
9	-7.8949E-1	4.5296E-1	5.3683E0	1.7880E4	
10	-7.8728E-1	3.7365E0	5.3642E0	2.0100E4	
11	-7.8819E-1	2.3778E0	5.3599E0	2.2320E4	
12	-7.8903E-1	1.1323E0	5.3556E0	2.4540E4	
13	-7.8796E-1	2.7175E0	5.3513E0	2.6760E4	
14	-7.8903E-1	1.1323E0	5.3468E0	2.8980E4	
15	-7.8781E-1	2.9439E0	5.3425E0	3.1200E4	
16	-7.9033E-1	-7.9252E-1	5.3380E0	3.3420E4	
17	-7.8766E-1	3.1704E0	5.3335E0	3.5640E4	
18	-7.8682E-1	4.4159E0	5.3289E0	3.7860E4	
19	-7.8781E-1	2.9439E0	5.3244E0	4.0080E4	
20	-7.8697E-1	4.1894E0	5.3199E0	4.2300E4	
21	-7.8796E-1	2.7175E0	5.3151E0	4.4520E4	
22	-7.8636E-1	5.0952E0	5.3105E0	4.6740E4	
23	-7.8682E-1	4.4159E0	5.3058E0	4.8960E4	
24	-7.8773E-1	3.0572E0	5.3012E0	5.1180E4	
25	-7.8819E-1	2.3778E0	5.2964E0	5.3400E4	
26	-7.8568E-1	6.1142E0	5.2917E0	5.5620E4	
27	-7.8583E-1	5.8878E0	5.2869E0	5.7840E4	
28	-7.8751E-1	3.3968E0	5.2822E0	6.0060E4	
29	-7.8651E-1	4.8688E0	5.2774E0	6.2280E4	
30	-7.8362E-1	9.1713E0	5.2727E0	6.4500E4	
31	-7.8575E-1	6.0010E0	5.2678E0	6.6720E4	
32	-7.8613E-1	5.4349E0	5.2629E0	6.8940E4	
33	-7.8590E-1	5.7746E0	5.2582E0	7.1160E4	
34	-7.8491E-1	7.2465E0	5.2534E0	7.3380E4	
35	-7.8400E-1	8.6052E0	5.2485E0	7.5600E4	
36	-7.8583E-1	5.8878E0	5.2437E0	7.7820E4	
37	-7.8354E-1	9.2846E0	5.2388E0	8.0040E4	
38	-7.8323E-1	9.7375E0	5.2339E0	8.2260E4	
39	-7.8308E-1	9.9639E0	5.2290E0	8.4480E4	
40	-7.8331E-1	9.6242E0	5.2242E0	8.6700E4	
41	-7.8491E-1	7.2465E0	5.2192E0	8.8920E4	
42	-7.8629E-1	5.2084E0	5.2143E0	9.1140E4	
43	-7.8209E-1	1.1436E1	5.2093E0	9.3360E4	
44	-7.8354E-1	9.2846E0	5.2044E0	9.5580E4	
45	-7.8392E-1	8.7184E0	5.1994E0	9.7800E4	
46	-7.8293E-1	1.0190E1	5.1944E0	1.0002E5	
47	-7.8232E-1	1.1096E1	5.1895E0	1.0224E5	
48	-7.8415E-1	8.3788E0	5.1846E0	1.0446E5	
49	-7.8369E-1	9.0581E0	5.1795E0	1.0668E5	
50	-7.8445E-1	7.9259E0	5.1746E0	1.0890E5	
51	-7.8392E-1	8.7184E0	5.1696E0	1.1112E5	
52	-7.8262E-1	1.0643E1	5.1645E0	1.1334E5	
53	-7.8148E-1	1.2342E1	5.1595E0	1.1556E5	
54	-7.8186E-1	1.1776E1	5.1545E0	1.1778E5	
55	-7.8362E-1	9.1713E0	5.1495E0	1.2000E5	
56	-7.8384E-1	8.8317E0	5.1443E0	1.2222E5	
57	-7.8117E-1	1.2795E1	5.1393E0	1.2444E5	
58	-7.8224E-1	1.1209E1	5.1344E0	1.2666E5	
59	-7.8201E-1	1.1549E1	5.1292E0	1.2888E5	
60	-7.8209E-1	1.1436E1	5.1240E0	1.3110E5	
61	-7.8026E-1	1.4153E1	5.1190E0	1.3332E5	
62	-7.8247E-1	1.0870E1	5.1139E0	1.3554E5	
63	-7.8094E-1	1.3134E1	5.1088E0	1.3776E5	
64	-7.8171E-1	1.2002E1	5.1036E0	1.3998E5	
65	-7.8232E-1	1.1096E1	5.0986E0	1.4220E5	
66	-7.8140E-1	1.2455E1	5.0935E0	1.4442E5	
67	-7.8293E-1	1.0190E1	5.0884E0	1.4664E5	
68	-7.8079E-1	1.3361E1	5.0833E0	1.4886E5	
69	-7.8064E-1	1.3587E1	5.0782E0	1.5108E5	
70	-7.8056E-1	1.3700E1	5.0730E0	1.5330E5	
71	-7.8087E-1	1.3247E1	5.0679E0	1.5552E5	
72	-7.7888E-1	1.6191E1	5.0628E0	1.5774E5	
73	-7.8117E-1	1.2795E1	5.0574E0	1.5996E5	
74	-7.8026E-1	1.4153E1	5.0523E0	1.6218E5	
75	-7.8178E-1	1.1889E1	5.0472E0	1.6440E5	
76	-7.7988E-1	1.4719E1	5.0421E0	1.6662E5	
77	-7.7888E-1	1.6191E1	5.0368E0	1.6884E5	
78	-7.7782E-1	1.7776E1	5.0317E0	1.7106E5	
79	-7.8041E-1	1.3927E1	5.0265E0	1.7328E5	
80	-7.8110E-1	1.2908E1	5.0212E0	1.7550E5	
81	-7.7965E-1	1.5059E1	5.0160E0	1.7772E5	
82	-7.8026E-1	1.4153E1	5.0108E0	1.7994E5	
83	-7.7866E-1	1.6531E1	5.0056E0	1.8216E5	
84	-7.7858E-1	1.6644E1	5.0004E0	1.8438E5	
85	-7.7888E-1	1.6191E1	4.9952E0	1.8660E5	
86	-7.7805E-1	1.7437E1	4.9899E0	1.8882E5	
87	-7.7858E-1	1.6644E1	4.9846E0	1.9104E5	
88	-7.7919E-1	1.5738E1	4.9793E0	1.9326E5	
89	-7.7858E-1	1.6644E1	4.9741E0	1.9548E5	
90	-7.7660E-1	1.9588E1	4.9688E0	1.9770E5	
91	-7.7782E-1	1.7776E1	4.9635E0	1.9992E5	
92	-7.7667E-1	1.9475E1	4.9583E0	2.0214E5	
93	-7.7736E-1	1.8456E1	4.9529E0	2.0436E5	
94	-7.7713E-1	1.8796E1	4.9478E0	2.0658E5	
95	-7.7843E-1	1.6871E1	4.9424E0	2.0880E5	
96	-7.7568E-1	2.0947E1	4.9371E0	2.1102E5	
97	-7.7545E-1	2.1286E1	4.9318E0	2.1324E5	
98	-7.7744E-1	1.8343E1	4.9264E0	2.1546E5	
99	-7.7759E-1	1.8116E1	4.9212E0	2.1768E5	
